Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80217,736,113,849,78797,25574,1418,3438,0,0,0,0,0,0,1
Tarapacá,114745,1041,99,1140,113079,30077,934,10389,0,2,1,0,1,1,5
Antofagasta,186368,1652,189,1841,183534,34108,2461,6818,0,4,4,0,0,1,8
Atacama,120818,600,98,698,119607,53989,1958,1742,0,2,1,1,0,2,6
Coquimbo,214321,1645,240,1885,211303,65598,2447,9400,0,1,1,0,0,1,1
Valparaíso,504514,5248,1013,6261,495107,154871,3753,50209,0,7,4,0,3,4,16
Metropolitana,2005989,24819,4545,29364,1964625,422097,31546,161605,0,7,2,0,5,2,30
O’Higgins,227142,2259,433,2692,223121,73915,1684,14808,0,0,0,0,0,0,1
Maule,352405,2826,416,3242,346787,112966,4776,10641,0,1,1,0,0,1,3
Ñuble,162115,1124,160,1284,159627,57941,2073,10181,0,1,1,0,0,1,3
Biobío,519559,4089,566,4655,511547,128221,4871,35888,0,0,0,0,0,0,0
Araucanía,297797,2364,470,2834,292793,59918,4732,11314,0,0,0,0,0,0,2
Los Ríos,150110,1189,210,1399,147565,47563,1910,6033,0,0,0,0,0,0,0
Los Lagos,245552,2209,269,2478,241194,40219,4471,16327,0,0,0,0,0,0,2
Aysén,37343,195,24,219,36916,14902,2686,1794,0,0,0,0,0,0,0
Magallanes,68807,649,57,706,67475,12432,3148,3288,0,0,0,0,0,0,2
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5287844,52645,8903,61548,5193118,1334391,74868,353875,0,25,15,1,9,13,80
