Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80304,736,113,849,78830,25642,1424,3438,0,5,4,0,1,5,10
Tarapacá,114846,1041,99,1140,113125,30161,934,10389,0,7,7,0,0,7,12
Antofagasta,186438,1654,189,1843,183491,34139,2465,6818,0,7,2,1,4,2,10
Atacama,120866,600,98,698,119599,54025,1964,1742,0,1,0,1,0,1,1
Coquimbo,214381,1647,240,1887,211210,65630,2449,9400,0,2,2,0,0,2,10
Valparaíso,504649,5257,1013,6270,494817,154956,3762,50216,0,13,8,0,5,11,20
Metropolitana,2006320,24845,4550,29395,1963502,422222,31576,161611,1,7,1,0,6,1,17
O’Higgins,227157,2261,433,2694,222951,73921,1684,14808,0,0,0,0,0,0,1
Maule,352417,2826,416,3242,346548,112975,4776,10638,0,2,1,0,1,1,2
Ñuble,162172,1125,160,1285,159556,57998,2085,10180,0,0,0,0,0,0,1
Biobío,519622,4092,568,4660,511262,128230,4875,35888,0,1,0,0,1,0,1
Araucanía,297812,2368,471,2839,292536,59922,4736,11316,0,0,0,0,0,0,1
Los Ríos,150127,1191,211,1402,147460,47563,1913,6033,0,0,0,0,0,0,1
Los Lagos,245574,2209,269,2478,241038,40224,4483,16327,0,1,0,0,1,0,1
Aysén,37346,195,24,219,36898,14904,2686,1794,0,0,0,0,0,0,0
Magallanes,68831,649,57,706,67450,12438,3153,3288,0,1,1,0,0,1,1
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5288904,52696,8912,61608,5190314,1334950,74965,353886,1,47,26,2,19,31,89
