Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79315,750,147,897,78040,24924,1354,3439,0,10,7,3,0,6,30
Tarapacá,113027,1052,119,1171,111483,28800,835,10389,0,14,13,1,0,14,40
Antofagasta,182140,1652,301,1953,179494,31746,2174,6818,0,40,28,0,12,21,104
Atacama,115718,593,121,714,114552,49829,1442,1741,0,44,19,15,10,34,151
Coquimbo,209254,1635,302,1937,206447,61486,1917,9401,0,85,75,6,4,70,190
Valparaíso,486853,5199,1234,6433,478090,141821,3073,50211,1,203,139,14,50,137,530
Metropolitana,1943929,24559,6207,30766,1904695,384796,26149,161603,0,667,445,36,186,408,1896
O’Higgins,219037,2238,577,2815,215242,67997,1367,14798,0,99,83,5,11,79,223
Maule,343681,2814,508,3322,338594,107494,4437,10643,0,93,67,6,20,59,271
Ñuble,156426,1118,200,1318,154176,53179,1594,10181,0,53,41,1,11,41,173
Biobío,505055,4101,695,4796,497571,118829,3876,35895,0,192,128,10,54,134,531
Araucanía,291144,2306,583,2889,286714,55660,4228,11318,0,77,38,10,29,43,203
Los Ríos,146331,1162,235,1397,143995,44286,1680,6034,0,67,55,3,9,60,148
Los Lagos,240672,2183,379,2562,236742,37692,4204,16328,0,54,24,10,20,28,153
Aysén,35863,193,27,220,35459,13876,2171,1794,0,9,7,1,1,2,28
Magallanes,67218,667,106,773,66041,11445,2696,3289,0,8,2,0,6,2,27
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5135705,52222,11743,63965,5047376,1233860,63197,353882,1,1715,1171,121,423,1138,4698
