Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80223,736,113,849,78796,25578,1418,3438,0,1,1,0,0,1,5
Tarapacá,114766,1041,99,1140,113085,30093,934,10389,0,2,2,0,0,2,14
Antofagasta,186381,1652,189,1841,183533,34112,2462,6818,0,1,1,0,0,1,5
Atacama,120824,600,98,698,119601,53995,1958,1742,0,0,0,0,0,0,5
Coquimbo,214331,1645,240,1885,211279,65606,2447,9400,0,2,2,0,0,2,6
Valparaíso,504533,5249,1013,6262,495069,154883,3753,50212,1,5,3,0,2,3,12
Metropolitana,2006041,24829,4546,29375,1964487,422120,31552,161611,2,5,1,1,3,3,31
O’Higgins,227146,2260,433,2693,223083,73916,1684,14808,0,0,0,0,0,0,4
Maule,352408,2826,416,3242,346750,112969,4776,10641,0,0,0,0,0,0,1
Ñuble,162126,1124,160,1284,159622,57952,2074,10181,0,1,1,0,0,1,6
Biobío,519584,4089,567,4656,511510,128224,4871,35888,0,0,0,0,0,0,21
Araucanía,297800,2366,471,2837,292763,59918,4732,11314,0,0,0,0,0,0,0
Los Ríos,150110,1189,211,1400,147551,47563,1910,6033,0,0,0,0,0,0,0
Los Lagos,245554,2209,269,2478,241178,40219,4472,16327,0,0,0,0,0,0,0
Aysén,37343,195,24,219,36915,14902,2686,1794,0,0,0,0,0,0,0
Magallanes,68811,649,57,706,67473,12434,3150,3288,0,1,1,0,0,1,1
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5288023,52659,8907,61566,5192736,1334484,74879,353884,3,18,12,1,5,14,111
