Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55664,671,140,811,54677,11867,504,3439,0,19,13,2,4,9,110
Tarapacá,79868,968,118,1086,78631,9836,327,10394,0,27,10,12,5,12,102
Antofagasta,123641,1476,286,1762,121503,10512,666,6822,0,77,36,22,19,21,300
Atacama,66453,472,113,585,65694,16362,276,1745,0,58,25,19,14,44,180
Coquimbo,127777,1383,289,1672,125661,20502,446,9382,2,112,69,35,8,77,416
Valparaíso,310456,4406,1203,5609,303754,61319,970,50211,3,443,279,30,134,216,1353
Metropolitana,1378350,22239,6067,28306,1344679,198501,9721,161566,9,1584,1023,110,451,686,6357
O’Higgins,151070,1958,562,2520,148227,32588,498,14803,1,142,66,51,25,100,415
Maule,240953,2423,498,2921,237415,62426,798,10641,0,165,147,6,12,123,514
Ñuble,101043,920,190,1110,99568,24713,404,10181,0,65,51,8,6,50,286
Biobío,355048,3607,675,4282,349773,57887,1261,35905,2,190,117,13,60,67,718
Araucanía,216901,2005,570,2575,213934,35031,1023,11314,0,67,36,4,27,18,300
Los Ríos,106357,994,228,1222,104893,21307,540,6035,0,20,14,3,3,14,139
Los Lagos,195633,1949,368,2317,192983,24474,2742,16330,2,22,10,7,5,9,98
Aysén,25154,157,27,184,24878,7579,692,1795,0,10,8,2,0,9,49
Magallanes,52111,600,103,703,51176,5393,1190,3294,0,47,32,6,9,16,148
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3586522,46228,11439,57667,3517488,600297,22058,353857,19,3048,1936,330,782,1471,11485
