Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80202,734,113,847,78805,25562,1416,3439,0,1,0,0,1,1,3
Tarapacá,114700,1040,99,1139,113063,30045,932,10389,0,1,1,0,0,1,7
Antofagasta,186328,1651,189,1840,183554,34098,2458,6818,0,1,0,0,1,0,2
Atacama,120739,598,98,696,119558,53926,1947,1741,0,5,3,1,1,3,15
Coquimbo,214287,1644,240,1884,211328,65568,2438,9401,0,1,1,0,0,1,5
Valparaíso,504372,5238,1012,6250,495170,154793,3748,50208,0,6,3,0,3,4,33
Metropolitana,2005652,24803,4543,29346,1964974,421953,31497,161607,1,10,4,2,4,4,62
O’Higgins,227119,2257,433,2690,223163,73904,1683,14808,0,2,0,0,2,0,6
Maule,352372,2825,416,3241,346901,112945,4774,10640,0,1,1,0,0,1,3
Ñuble,162077,1121,160,1281,159667,57905,2072,10180,0,0,0,0,0,0,1
Biobío,519527,4087,566,4653,511707,128211,4868,35888,0,0,0,0,0,0,6
Araucanía,297781,2361,470,2831,292914,59912,4730,11315,0,0,0,0,0,0,6
Los Ríos,150103,1189,209,1398,147610,47560,1908,6033,0,0,0,0,0,0,0
Los Lagos,245537,2209,269,2478,241280,40216,4463,16327,0,0,0,0,0,0,4
Aysén,37335,194,24,218,36916,14896,2679,1794,0,0,0,0,0,0,0
Magallanes,68791,649,57,706,67497,12425,3143,3288,0,2,0,0,2,0,2
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5286964,52600,8899,61499,5194148,1333919,74756,353876,1,30,13,3,14,15,155
