Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,76956,733,144,877,75422,23417,1289,3440,0,113,59,48,6,75,358
Tarapacá,109069,1036,119,1155,107068,25951,744,10390,0,246,143,44,59,169,564
Antofagasta,176684,1620,299,1919,173754,29264,1894,6822,0,210,100,17,93,76,530
Atacama,110349,578,117,695,108976,45446,1143,1740,0,170,71,35,64,123,430
Coquimbo,201676,1600,299,1899,198692,56272,1572,9397,1,247,159,60,28,164,537
Valparaíso,471600,5088,1232,6320,462975,131302,2624,50204,1,461,304,19,138,279,916
Metropolitana,1892944,24200,6189,30389,1853757,358243,22693,161603,2,1702,910,120,672,788,3593
O’Higgins,213582,2200,577,2777,209726,64525,1181,14802,1,229,149,36,44,139,489
Maule,335709,2757,507,3264,330737,102782,4187,10645,0,205,133,29,43,110,468
Ñuble,151618,1077,197,1274,149438,49883,1297,10180,0,129,62,7,60,67,266
Biobío,491661,4016,689,4705,484260,110484,3068,35893,0,391,219,43,129,232,906
Araucanía,284851,2253,580,2833,280502,52381,3968,11318,0,180,79,32,69,69,411
Los Ríos,142652,1137,232,1369,140296,41269,1437,6034,0,151,77,32,42,116,330
Los Lagos,236898,2131,376,2507,232962,36188,4015,16329,0,192,79,24,89,78,379
Aysén,34773,184,27,211,34382,13175,1848,1794,0,30,17,11,2,18,51
Magallanes,65992,661,106,767,64773,10734,2395,3288,0,57,33,4,20,28,132
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4997056,51271,11692,62963,4907761,1151316,55355,353879,5,4713,2594,561,1558,2531,10360
