Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,64107,681,142,823,62125,16294,820,3441,0,153,85,57,11,92,1029
Tarapacá,89867,981,118,1099,87324,14875,474,10394,0,163,94,46,23,112,1318
Antofagasta,147068,1521,290,1811,142620,18257,1106,6823,1,253,183,46,24,153,2440
Atacama,87700,516,116,632,85336,29839,562,1746,0,251,124,28,99,204,1676
Coquimbo,162029,1454,296,1750,158003,36187,717,9391,2,311,211,74,26,155,2109
Valparaíso,388792,4671,1221,5892,379836,90300,1533,50209,1,411,286,22,103,229,2828
Metropolitana,1636513,22966,6139,29105,1598799,264057,14354,161560,10,1082,550,130,402,362,7692
O’Higgins,178222,2032,571,2603,174220,46230,738,14800,0,161,138,18,5,118,1280
Maule,272177,2504,504,3008,267013,75279,1761,10641,0,257,232,19,6,108,1697
Ñuble,116750,946,193,1139,114410,32392,585,10184,1,155,112,4,39,98,955
Biobío,404385,3707,684,4391,395956,73746,1806,35903,2,449,342,35,72,228,3284
Araucanía,237381,2048,573,2621,232780,39771,1395,11313,1,289,149,11,129,99,1572
Los Ríos,116751,1017,228,1245,114392,25894,729,6035,0,165,121,6,38,112,844
Los Lagos,207827,1989,374,2363,204110,27385,3029,16326,0,105,71,13,21,26,842
Aysén,28205,161,27,188,27683,9214,933,1795,0,37,23,3,11,22,267
Magallanes,57963,617,104,721,56701,7365,1529,3292,0,53,37,0,16,21,384
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,4195780,47811,11582,59393,4101350,807085,32071,353853,18,4295,2758,512,1025,2139,30217
