Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,65871,684,142,826,63731,17285,885,3441,1,145,66,70,9,110,1180
Tarapacá,92074,986,118,1104,89380,16044,505,10396,1,277,171,104,2,151,1460
Antofagasta,150965,1531,292,1823,146399,19666,1164,6822,0,284,220,32,32,165,2539
Atacama,90432,527,116,643,87999,31556,606,1746,0,214,96,40,78,158,1727
Coquimbo,166397,1466,296,1762,161906,38264,770,9393,2,368,272,77,19,203,2544
Valparaíso,394438,4694,1222,5916,385202,92719,1594,50207,3,423,310,24,89,253,3026
Metropolitana,1651507,23040,6143,29183,1612762,268144,14710,161559,6,1168,673,126,369,440,8456
O’Higgins,180813,2044,571,2615,176512,47674,761,14800,1,201,164,15,22,106,1543
Maule,275967,2515,504,3019,270328,76855,1924,10641,1,405,369,27,9,194,2140
Ñuble,118568,955,194,1149,116117,33392,618,10184,1,206,161,3,42,127,1048
Biobío,409953,3724,684,4408,401193,75770,1874,35906,1,568,419,65,84,247,3551
Araucanía,240511,2060,574,2634,235700,40560,1478,11313,1,282,134,18,130,86,1745
Los Ríos,118429,1032,229,1261,115881,26766,761,6035,0,149,84,7,58,89,1002
Los Lagos,209911,1995,374,2369,205937,27962,3089,16327,1,168,105,20,43,57,1074
Aysén,28604,161,27,188,28124,9414,976,1795,0,36,21,2,13,25,223
Magallanes,58573,623,104,727,57300,7567,1564,3292,1,44,19,1,24,15,380
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,4253056,48037,11592,59629,4154513,829638,33279,353857,20,4938,3284,631,1023,2426,33638
