Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,74540,725,144,869,73220,21886,1216,3442,0,79,35,38,6,42,190
Tarapacá,105511,1031,119,1150,103901,23358,674,10390,0,99,71,4,24,82,208
Antofagasta,172155,1608,298,1906,169328,27365,1705,6821,0,229,98,24,107,92,505
Atacama,106691,572,117,689,105383,42641,1000,1741,0,166,86,30,50,150,410
Coquimbo,196054,1574,298,1872,193190,52688,1368,9392,0,299,226,34,39,208,519
Valparaíso,459315,4989,1231,6220,450506,123673,2353,50201,0,699,460,63,176,486,1424
Metropolitana,1857467,23958,6181,30139,1818975,341933,20925,161595,3,1796,1060,115,621,1043,4036
O’Higgins,208662,2159,576,2735,204813,61631,1074,14803,0,298,204,42,52,216,630
Maule,329378,2702,507,3209,324387,99385,4013,10642,0,371,238,35,98,234,730
Ñuble,147160,1048,196,1244,144818,47525,1123,10182,0,260,166,9,85,163,549
Biobío,482022,3946,688,4634,474815,105453,2773,35893,0,434,213,64,157,234,990
Araucanía,280368,2204,580,2784,276142,50804,3861,11319,0,235,111,11,113,102,491
Los Ríos,138925,1112,232,1344,136592,38578,1273,6035,0,236,135,42,59,161,407
Los Lagos,232578,2096,376,2472,228810,34513,3871,16331,0,193,85,29,79,96,367
Aysén,33775,180,27,207,33363,12534,1620,1794,0,41,26,2,13,30,89
Magallanes,64543,650,105,755,63388,10004,2123,3290,0,55,20,5,30,24,111
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4889186,50554,11677,62231,4801672,1093971,50972,353871,3,5490,3234,547,1709,3363,11656
