Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,71359,705,143,848,69937,20184,1096,3441,0,92,55,24,13,52,411
Tarapacá,101059,1006,119,1125,99063,20903,588,10392,0,163,76,61,26,111,711
Antofagasta,162591,1561,294,1855,159458,23972,1382,6821,0,236,89,84,63,69,1022
Atacama,98625,548,116,664,96950,36793,754,1745,0,265,145,84,36,196,911
Coquimbo,181907,1508,297,1805,178587,45347,990,9393,0,299,215,64,20,177,1273
Valparaíso,417989,4790,1224,6014,409261,102522,1831,50203,2,614,389,58,167,304,2198
Metropolitana,1714826,23294,6155,29449,1676847,286872,16319,161576,6,1412,906,139,367,603,6582
O’Higgins,192444,2082,573,2655,188420,53804,892,14799,1,285,184,55,46,153,1142
Maule,299297,2577,504,3081,293445,86503,2976,10640,0,523,395,43,85,258,2140
Ñuble,128961,986,194,1180,126405,38474,750,10182,2,274,216,20,38,172,1049
Biobío,438684,3776,685,4461,429847,86712,2198,35909,0,738,409,134,195,352,3397
Araucanía,258755,2109,575,2684,253799,45056,1800,11312,0,304,162,40,102,123,1711
Los Ríos,128024,1061,230,1291,125611,31864,960,6034,0,161,129,12,20,122,781
Los Lagos,221758,2027,374,2401,217827,31134,3464,16332,0,200,131,34,35,74,898
Aysén,30843,167,27,194,30387,10786,1146,1794,0,37,30,0,7,35,186
Magallanes,61258,638,104,742,60040,8512,1826,3289,0,73,53,5,15,28,280
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4508422,48835,11616,60451,4415925,929438,38972,353862,11,5676,3584,857,1235,2829,24692
