Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79696,753,147,900,78383,25198,1370,3439,0,15,8,6,1,5,31
Tarapacá,113515,1054,119,1173,111915,29163,869,10389,0,29,24,2,3,25,69
Antofagasta,183643,1659,301,1960,180819,32620,2270,6818,0,129,76,10,43,74,225
Atacama,116851,597,121,718,115620,50793,1565,1741,0,95,51,37,7,88,179
Coquimbo,211025,1648,302,1950,208108,62941,2049,9402,0,122,114,3,5,109,225
Valparaíso,492526,5226,1234,6460,483227,146177,3291,50211,1,385,310,18,57,330,854
Metropolitana,1965752,24655,6212,30867,1924291,398483,27935,161607,2,1572,1077,57,438,1047,3298
O’Higgins,221685,2244,577,2821,217638,70054,1479,14801,0,201,164,11,26,165,392
Maule,346567,2841,509,3350,341188,109417,4555,10640,0,201,156,6,39,155,408
Ñuble,158223,1127,202,1329,155779,54763,1778,10181,0,138,113,0,25,119,290
Biobío,510425,4126,696,4822,502591,122556,4245,35896,0,308,201,6,101,209,665
Araucanía,293448,2338,583,2921,288749,57142,4392,11318,0,149,96,10,43,96,317
Los Ríos,148139,1175,235,1410,145613,45888,1756,6034,0,141,118,3,20,130,266
Los Lagos,242899,2195,380,2575,238715,38878,4320,16327,0,138,67,12,59,73,308
Aysén,36330,194,28,222,35898,14222,2310,1794,0,33,21,7,5,22,49
Magallanes,67614,668,106,774,66391,11683,2801,3289,0,23,16,1,6,13,43
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5188380,52500,11754,64254,5094966,1269978,66985,353887,3,3679,2612,189,878,2660,7619
