Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55178,667,140,807,54205,11535,487,3439,0,15,8,6,1,9,126
Tarapacá,79271,966,118,1084,78068,9622,320,10393,0,20,15,2,3,7,95
Antofagasta,122046,1463,284,1747,119963,10017,609,6824,2,62,24,22,16,14,310
Atacama,65369,464,113,577,64603,15763,257,1744,0,52,17,27,8,39,216
Coquimbo,125203,1368,288,1656,123112,19383,431,9383,1,97,58,17,22,56,451
Valparaíso,302550,4331,1198,5529,296226,58178,930,50200,2,374,228,25,121,166,1199
Metropolitana,1344453,22066,6052,28118,1312958,190155,9184,161563,4,1180,695,126,359,365,4950
O’Higgins,148612,1927,561,2488,145790,31505,488,14802,0,127,94,23,10,78,503
Maule,237319,2368,498,2866,233729,60629,726,10644,3,183,151,12,20,111,730
Ñuble,99257,894,189,1083,97800,23798,378,10180,0,74,53,8,13,35,341
Biobío,350350,3554,673,4227,344825,56380,1217,35962,1,239,124,27,88,92,1173
Araucanía,214436,1967,570,2537,211444,34471,990,11319,0,115,70,5,40,42,485
Los Ríos,105497,978,227,1205,104002,20889,514,6034,0,58,29,20,9,41,253
Los Lagos,193457,1927,366,2293,190735,24001,1537,16330,1,71,48,16,7,46,297
Aysén,24777,152,26,178,24495,7349,673,1794,0,21,8,12,1,12,82
Magallanes,50982,598,103,701,50066,5049,972,3294,0,54,42,0,12,15,152
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3518800,45690,11408,57098,3452063,578724,19713,353905,14,2742,1664,348,730,1128,11363
