Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,66403,688,142,830,64298,17604,899,3441,0,222,137,67,18,135,1141
Tarapacá,93113,987,118,1105,90063,16683,517,10395,0,519,258,122,139,306,1812
Antofagasta,152370,1535,292,1827,147673,20248,1188,6822,2,785,371,269,145,280,2660
Atacama,91227,529,116,645,88806,32110,614,1746,0,395,163,82,150,240,1711
Coquimbo,167926,1467,296,1763,163156,39063,790,9390,0,811,439,298,74,360,2818
Valparaíso,396684,4709,1222,5931,386915,93681,1616,50207,1,1222,676,125,421,486,3532
Metropolitana,1656831,23055,6144,29199,1617237,269786,14855,161558,5,2812,1616,310,886,769,9221
O’Higgins,181816,2047,572,2619,177296,48318,773,14801,2,518,348,120,50,300,1752
Maule,277775,2520,504,3024,271400,77697,2000,10641,0,1042,744,166,132,376,2856
Ñuble,119367,960,194,1154,116671,33868,624,10185,3,443,291,25,127,203,1283
Biobío,412116,3729,684,4413,402876,76608,1897,35907,2,1137,646,216,275,412,4008
Araucanía,241681,2064,574,2638,236666,40946,1499,11312,1,693,332,151,210,158,1929
Los Ríos,119138,1033,229,1262,116385,27190,777,6035,0,389,236,23,130,194,1201
Los Lagos,210600,1996,374,2370,206512,28296,3110,16331,3,376,224,107,45,160,1176
Aysén,28762,161,27,188,28236,9505,980,1795,0,66,34,14,18,39,269
Magallanes,58761,624,104,728,57492,7639,1578,3292,1,95,71,8,16,29,373
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,4274613,48104,11594,59698,4171724,839242,33717,353858,20,11525,6586,2103,2836,4447,37742
