Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,56155,672,140,812,55072,12150,525,3440,0,37,21,16,0,16,191
Tarapacá,80433,971,118,1089,79095,10032,332,10395,1,47,18,5,24,13,184
Antofagasta,125572,1483,286,1769,123082,11144,722,6823,0,151,56,74,21,33,616
Atacama,67654,478,113,591,66614,17080,288,1745,0,110,51,26,33,67,447
Coquimbo,130417,1391,291,1682,127772,21813,464,9384,1,279,145,102,32,139,909
Valparaíso,321524,4427,1209,5636,312358,65625,1037,50218,3,1107,589,123,395,412,3686
Metropolitana,1429324,22316,6074,28390,1385392,211845,10499,161566,8,4376,2515,480,1381,1239,16173
O’Higgins,154200,1965,563,2528,150657,33993,525,14805,1,309,199,53,57,139,1062
Maule,245513,2431,499,2930,240912,64409,920,10641,0,454,330,64,60,168,1485
Ñuble,102993,927,190,1117,101127,25663,425,10179,0,197,129,22,46,93,631
Biobío,360539,3618,676,4294,353923,59474,1304,35902,0,533,260,136,137,133,1933
Araucanía,218924,2012,570,2582,215738,35443,1074,11315,2,139,91,4,44,35,445
Los Ríos,107138,1000,228,1228,105538,21650,551,6038,0,61,22,9,30,20,233
Los Lagos,196459,1955,371,2326,193622,24668,2778,16331,0,70,37,17,16,16,218
Aysén,25335,158,27,185,25065,7679,711,1796,0,7,5,2,0,5,37
Magallanes,52862,603,103,706,51806,5687,1232,3293,0,48,28,1,19,14,252
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3675085,46407,11460,57867,3587815,628355,23387,353871,16,7925,4496,1134,2295,2542,28502
