Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,74216,725,144,869,72868,21700,1197,3442,0,63,31,24,8,30,224
Tarapacá,105155,1031,119,1150,103475,23102,671,10390,0,103,65,8,30,75,280
Antofagasta,171333,1608,298,1906,168397,27027,1682,6821,0,218,117,22,79,77,616
Atacama,106066,570,117,687,104713,42152,982,1741,0,142,61,41,40,92,462
Coquimbo,194983,1573,298,1871,191937,52063,1316,9392,1,311,185,73,53,180,715
Valparaíso,456285,4979,1230,6209,446762,121906,2293,50202,1,848,444,44,360,436,2171
Metropolitana,1849026,23906,6180,30086,1808716,338023,20632,161591,0,2075,1042,170,863,930,6060
O’Higgins,207410,2154,576,2730,203389,60856,1052,14803,0,271,176,39,56,168,814
Maule,327859,2696,507,3203,322402,98618,3994,10643,1,429,244,80,105,231,1216
Ñuble,145932,1041,195,1236,143343,46907,1092,10182,0,366,156,17,193,153,815
Biobío,480076,3941,688,4629,472529,104524,2743,35894,0,493,245,81,167,237,1365
Araucanía,279351,2202,580,2782,274974,50487,3836,11319,0,244,102,37,105,87,663
Los Ríos,138198,1111,232,1343,135730,38093,1249,6035,0,219,96,42,81,137,552
Los Lagos,231851,2092,376,2468,227910,34253,3846,16330,1,218,72,44,102,77,561
Aysén,33607,178,27,205,33127,12433,1609,1794,0,61,39,8,14,36,160
Magallanes,64308,649,105,754,63131,9894,2097,3290,0,62,28,4,30,20,137
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4865698,50456,11674,62130,4773444,1082038,50291,353869,4,6123,3103,734,2286,2966,16811
