Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,61196,676,142,818,59250,14824,690,3440,0,122,64,56,2,77,1016
Tarapacá,85840,977,118,1095,83339,12661,410,10395,0,195,98,74,23,86,1292
Antofagasta,139556,1499,287,1786,135105,15576,957,6825,4,385,184,112,89,108,2487
Atacama,82024,497,115,612,78853,26124,471,1744,0,302,126,20,156,113,2517
Coquimbo,154815,1432,293,1725,149818,32890,641,9388,0,469,221,158,90,163,3145
Valparaíso,377905,4591,1219,5810,367826,85936,1424,50207,1,497,290,67,140,168,4150
Metropolitana,1608074,22762,6122,28884,1566998,257003,13668,161550,9,1719,829,236,654,363,11720
O’Higgins,173337,2014,568,2582,168734,43551,683,14804,0,255,170,55,30,107,1942
Maule,265981,2482,499,2981,260673,72638,1532,10646,3,310,231,73,6,88,1938
Ñuble,113482,935,192,1127,111048,30791,537,10183,0,156,91,13,52,58,1089
Biobío,394263,3674,680,4354,384999,70032,1664,35901,1,571,363,73,135,210,4242
Araucanía,231762,2029,572,2601,227070,38353,1263,11311,0,399,148,32,219,72,1733
Los Ríos,114101,1005,228,1233,111724,24500,695,6034,0,134,67,10,57,47,899
Los Lagos,204443,1974,373,2347,200395,26452,2932,16327,1,184,84,45,55,28,1235
Aysén,27363,160,27,187,26832,8791,867,1795,0,33,17,7,9,20,281
Magallanes,56338,612,104,716,54909,6825,1416,3292,0,58,40,5,13,18,575
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,4090523,47319,11541,58860,3987615,766947,29850,353842,19,5789,3023,1036,1730,1726,40261
