Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80378,736,113,849,78868,25698,1429,3436,0,0,0,0,0,0,4
Tarapacá,115016,1042,99,1141,113258,30283,945,10388,0,3,3,0,0,3,13
Antofagasta,186559,1655,189,1844,183542,34196,2475,6816,0,2,2,0,0,2,15
Atacama,120911,601,98,699,119584,54061,1973,1741,0,0,0,0,0,0,4
Coquimbo,214512,1652,241,1893,211232,65735,2468,9400,0,5,4,0,1,5,8
Valparaíso,504967,5259,1014,6273,494839,155202,3779,50210,1,6,5,0,1,5,33
Metropolitana,2006981,24855,4551,29406,1963099,422464,31658,161596,1,11,5,0,6,5,55
O’Higgins,227190,2261,433,2694,222847,73935,1685,14805,0,1,0,0,1,0,5
Maule,352453,2827,416,3243,346397,112989,4780,10633,0,0,0,0,0,0,0
Ñuble,162195,1125,160,1285,159495,58019,2090,10178,0,0,0,0,0,0,2
Biobío,519719,4094,568,4662,511060,128268,4880,35885,0,6,1,0,5,0,21
Araucanía,297853,2369,471,2840,292404,59943,4743,11307,0,1,0,0,1,1,2
Los Ríos,150136,1191,211,1402,147389,47570,1914,6033,0,0,0,0,0,0,0
Los Lagos,245660,2210,269,2479,240982,40252,4532,16321,0,1,1,0,0,1,4
Aysén,37365,195,24,219,36896,14914,2686,1794,0,1,0,0,1,1,3
Magallanes,69017,650,57,707,67570,12511,3187,3288,0,2,1,0,1,1,22
Se desconoce región de origen,41,0,1,1,40,0,0,0,0,0,0,0,0,0,0
Total,5290953,52722,8915,61637,5189502,1336040,75224,353831,2,39,22,0,17,24,191
