Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,74305,725,144,869,72922,21746,1205,3442,0,84,44,33,7,45,259
Tarapacá,105230,1031,119,1150,103551,23155,672,10390,0,78,50,7,21,54,278
Antofagasta,171518,1608,298,1906,168526,27095,1689,6821,0,188,91,34,63,68,672
Atacama,106203,570,117,687,104822,42250,987,1741,0,130,55,41,34,98,490
Coquimbo,195228,1574,298,1872,192114,52187,1334,9392,1,231,165,32,34,121,779
Valparaíso,457126,4983,1230,6213,447360,122328,2311,50200,0,797,463,57,277,424,2400
Metropolitana,1851305,23918,6180,30098,1810307,338956,20711,161594,1,2087,1052,191,844,934,6700
O’Higgins,207768,2157,576,2733,203591,61061,1061,14804,1,321,203,50,68,205,964
Maule,328261,2701,507,3208,322706,98799,4002,10642,0,392,211,82,99,180,1303
Ñuble,146264,1044,196,1240,143614,47048,1102,10182,0,327,124,10,193,141,871
Biobío,480615,3944,688,4632,472801,104754,2744,35893,0,524,226,91,207,231,1613
Araucanía,279585,2202,580,2782,275145,50550,3841,11319,0,226,85,32,109,61,720
Los Ríos,138361,1112,232,1344,135846,38203,1256,6035,0,161,88,34,39,110,593
Los Lagos,232031,2092,376,2468,228021,34325,3851,16330,1,174,72,22,80,68,625
Aysén,33641,179,27,206,33177,12451,1609,1794,0,34,15,5,14,18,143
Magallanes,64368,650,105,755,63159,9918,2110,3290,0,55,25,1,29,22,167
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4871851,50490,11675,62165,4777703,1084826,50485,353869,4,5809,2969,722,2118,2780,18577
