Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,78840,740,144,884,77545,24610,1331,3440,0,28,20,8,0,20,104
Tarapacá,112138,1041,119,1160,110453,28207,791,10390,0,55,41,2,12,43,237
Antofagasta,180176,1632,300,1932,177437,30775,2065,6820,0,73,54,4,15,44,313
Atacama,113234,582,120,702,111858,47790,1277,1741,0,97,65,18,14,76,415
Coquimbo,205708,1614,299,1913,202795,58927,1732,9399,0,128,115,10,3,93,421
Valparaíso,479326,5132,1232,6364,470590,136632,2850,50207,0,251,204,2,45,211,908
Metropolitana,1920180,24355,6194,30549,1881521,371645,24320,161590,1,696,492,30,174,467,2681
O’Higgins,216383,2224,577,2801,212658,66226,1254,14799,0,73,62,1,10,50,299
Maule,339597,2781,507,3288,334612,105047,4297,10644,0,98,74,1,23,71,428
Ñuble,153814,1096,197,1293,151621,51220,1411,10181,0,69,51,0,18,49,247
Biobío,498609,4052,691,4743,491235,114626,3470,35894,0,192,152,1,39,154,762
Araucanía,287596,2276,581,2857,283254,53700,4056,11316,0,67,51,7,9,50,337
Los Ríos,144504,1148,233,1381,142268,42767,1545,6034,0,49,36,0,13,47,163
Los Lagos,238889,2152,376,2528,235085,36983,4099,16328,0,32,16,4,12,18,206
Aysén,35213,187,27,214,34832,13463,1949,1794,0,4,2,1,1,3,33
Magallanes,66785,664,106,770,65625,11189,2593,3288,0,7,5,0,2,5,60
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5071034,51676,11705,63381,4983430,1193807,59040,353865,1,1919,1440,89,390,1401,7614
