Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55973,672,140,812,54922,12058,512,3439,0,42,23,12,7,23,163
Tarapacá,80233,970,118,1088,78951,9967,331,10394,0,26,5,13,8,9,135
Antofagasta,124913,1480,286,1766,122368,10930,708,6824,2,123,47,61,15,47,683
Atacama,67183,475,113,588,66223,16787,286,1745,1,76,29,36,11,38,369
Coquimbo,129420,1389,291,1680,126903,21317,459,9381,0,184,123,34,27,77,787
Valparaíso,317266,4420,1208,5628,308536,63964,1017,50214,2,778,394,141,243,283,3284
Metropolitana,1411202,22288,6072,28360,1368813,206761,10230,161566,2,2915,1638,311,966,858,14748
O’Higgins,153030,1962,563,2525,149613,33476,514,14803,0,180,93,52,35,91,951
Maule,243837,2428,498,2926,239382,63712,885,10643,2,319,247,44,28,145,1366
Ñuble,102257,926,190,1116,100551,25284,420,10180,1,107,58,10,39,51,484
Biobío,358474,3614,676,4290,352002,58861,1286,35902,3,386,187,93,106,112,1830
Araucanía,218381,2010,570,2580,215104,35321,1053,11314,1,135,61,10,64,21,554
Los Ríos,106885,997,228,1225,105279,21549,549,6037,2,51,19,6,26,18,251
Los Lagos,196142,1955,371,2326,193322,24599,2771,16332,3,54,31,11,12,17,223
Aysén,25292,158,27,185,24997,7655,707,1796,1,14,11,3,0,12,62
Magallanes,52605,602,103,705,51570,5596,1210,3293,0,53,28,4,21,19,238
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3643136,46346,11456,57802,3558578,617837,22938,353863,20,5443,2994,841,1608,1821,26128
