Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,75180,727,144,871,73795,22278,1236,3441,0,55,27,28,0,35,237
Tarapacá,106407,1033,119,1152,104654,24002,704,10390,0,99,56,14,29,74,334
Antofagasta,173748,1614,298,1912,170834,27983,1778,6821,0,144,74,13,57,51,567
Atacama,108037,573,117,690,106589,43646,1050,1741,0,146,68,29,49,117,530
Coquimbo,198322,1583,298,1881,195309,54058,1421,9395,0,180,129,26,25,125,632
Valparaíso,464881,5031,1231,6262,455860,126917,2460,50199,0,501,296,45,160,304,1505
Metropolitana,1872528,24058,6185,30243,1833567,348512,21621,161591,0,1250,676,95,479,608,4104
O’Higgins,210718,2174,576,2750,206812,62762,1113,14802,0,210,108,57,45,106,627
Maule,332157,2728,507,3235,327016,100742,4080,10643,0,217,100,40,77,94,782
Ñuble,149272,1062,197,1259,146915,48564,1189,10182,0,168,106,8,54,85,510
Biobío,485924,3976,688,4664,478371,107264,2847,35892,0,358,176,59,123,162,1222
Araucanía,282230,2230,580,2810,277909,51407,3898,11320,0,140,47,21,72,29,489
Los Ríos,140475,1124,232,1356,138054,39634,1353,6034,0,116,58,25,33,72,456
Los Lagos,234393,2110,376,2486,230381,35200,3923,16331,0,181,63,37,81,67,553
Aysén,34147,182,27,209,33716,12779,1693,1794,0,34,20,6,8,19,96
Magallanes,65064,655,106,761,63827,10267,2207,3290,0,59,34,4,21,33,176
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4933525,50860,11683,62543,4843650,1116015,52573,353866,0,3858,2038,507,1313,1981,12820
