Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55361,669,140,809,54455,11638,494,3439,0,7,3,3,1,4,52
Tarapacá,79514,968,118,1086,78309,9702,323,10393,0,11,8,2,1,4,84
Antofagasta,122729,1471,285,1756,120691,10257,642,6824,0,40,19,13,8,8,236
Atacama,65880,469,113,582,65143,16035,268,1744,0,28,12,14,2,11,174
Coquimbo,126412,1376,289,1665,124386,19868,442,9381,0,51,38,7,6,15,364
Valparaíso,306066,4360,1201,5561,299891,59497,951,50210,2,127,75,12,40,53,958
Metropolitana,1358264,22146,6058,28204,1327542,193583,9425,161553,5,438,274,48,116,169,3864
O’Higgins,149842,1944,562,2506,147157,32006,491,14801,0,29,20,3,6,15,311
Maule,239119,2395,498,2893,235679,61499,764,10643,2,39,35,3,1,23,503
Ñuble,100115,909,189,1098,98706,24231,389,10182,1,41,28,5,8,23,255
Biobío,352747,3582,675,4257,347594,57140,1238,35947,0,64,48,2,14,17,718
Araucanía,215692,1988,570,2558,212833,34747,1003,11318,0,53,26,6,21,13,284
Los Ríos,105931,990,228,1218,104530,21096,534,6036,0,13,7,0,6,8,121
Los Lagos,195092,1941,366,2307,192458,24365,2627,16330,1,16,9,2,5,3,150
Aysén,24967,157,27,184,24695,7466,683,1795,0,10,7,3,0,5,56
Magallanes,51553,598,103,701,50613,5217,1117,3294,0,26,17,0,9,7,166
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3549327,45963,11424,57387,3484724,588347,21391,353890,11,993,626,123,244,378,8296
