Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72713,719,144,863,71504,20935,1156,3441,0,25,18,7,0,20,131
Tarapacá,103073,1026,119,1145,101606,21872,613,10391,0,23,15,5,3,14,107
Antofagasta,166286,1592,298,1890,163801,25133,1518,6822,0,52,38,9,5,25,257
Atacama,102067,564,117,681,100939,39110,832,1745,0,63,31,17,15,53,292
Coquimbo,188164,1543,298,1841,185590,48242,1081,9390,0,65,60,5,0,39,369
Valparaíso,433309,4891,1225,6116,425315,109782,1976,50206,3,193,162,11,20,152,1036
Metropolitana,1766939,23585,6170,29755,1729202,303372,17999,161581,4,974,634,46,294,540,4790
O’Higgins,199321,2119,574,2693,195743,56517,966,14800,1,73,53,3,17,26,513
Maule,313065,2641,504,3145,308192,91551,3684,10645,0,162,124,4,34,82,892
Ñuble,135981,1008,194,1202,133789,41831,850,10182,0,129,100,3,26,68,558
Biobío,457774,3880,685,4565,450339,94293,2456,35897,0,340,251,35,54,204,1601
Araucanía,267603,2161,576,2737,263550,47198,2068,11308,0,111,55,11,45,54,559
Los Ríos,132148,1091,231,1322,130114,34052,1057,6034,0,52,40,1,11,41,252
Los Lagos,226509,2069,374,2443,223067,32448,3644,16330,0,34,24,2,8,20,222
Aysén,31787,174,27,201,31441,11342,1339,1794,0,11,4,2,5,9,47
Magallanes,62420,644,105,749,61345,9042,1911,3291,0,22,18,0,4,15,94
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4659201,49707,11643,61350,4575578,986720,43150,353857,8,2329,1627,161,541,1362,11720
