Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,57021,673,140,813,55862,12518,555,3440,0,39,24,14,1,20,258
Tarapacá,81518,974,118,1092,80049,10415,344,10395,0,62,29,21,12,17,298
Antofagasta,129348,1489,287,1776,126403,12267,784,6823,0,129,66,41,22,46,1040
Atacama,71480,481,113,594,69671,19311,336,1746,0,138,70,21,47,118,1200
Coquimbo,137015,1400,292,1692,133043,24880,495,9390,0,337,192,108,37,159,2197
Valparaíso,343319,4470,1213,5683,332038,73402,1172,50218,2,713,429,60,224,329,5656
Metropolitana,1514142,22426,6090,28516,1465683,232926,11847,161561,8,2043,1395,197,451,890,20166
O’Higgins,160662,1971,564,2535,156267,37045,580,14807,1,222,174,38,10,113,1860
Maule,253287,2446,499,2945,248194,67605,1136,10644,1,213,193,14,6,104,1870
Ñuble,106452,928,191,1119,104281,27323,455,10182,0,158,111,12,35,86,897
Biobío,370651,3632,678,4310,362722,62321,1399,35900,1,425,298,45,82,167,3117
Araucanía,221884,2018,571,2589,218241,36128,1116,11313,1,126,61,5,60,37,805
Los Ríos,108949,1001,228,1229,106957,22418,583,6035,0,87,54,3,30,37,573
Los Lagos,198505,1960,372,2332,195337,25044,2797,16326,0,55,29,8,18,14,474
Aysén,25820,159,27,186,25391,7959,732,1795,0,23,21,0,2,23,187
Magallanes,53924,603,103,706,52839,6071,1289,3293,0,33,23,3,7,15,264
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3834020,46631,11488,58119,3733020,677633,25620,353868,14,4803,3169,590,1044,2175,40862
