Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,60206,675,141,816,58303,14258,641,3441,0,255,122,116,17,140,980
Tarapacá,84527,975,118,1093,82349,11952,391,10395,0,255,144,90,21,172,975
Antofagasta,137000,1495,287,1782,133164,14758,914,6820,0,440,237,100,103,185,1887
Atacama,79546,491,115,606,76827,24655,435,1745,0,520,258,116,146,409,2074
Coquimbo,151338,1422,293,1715,146751,31378,608,9390,1,704,447,206,51,396,2758
Valparaíso,372884,4544,1218,5762,363078,84203,1376,50211,0,1112,652,75,385,503,3976
Metropolitana,1594085,22686,6117,28803,1553585,253846,13369,161553,5,2494,1467,272,755,946,11350
O’Higgins,171185,1997,568,2565,166672,42478,668,14804,0,439,331,69,39,333,1891
Maule,263648,2466,499,2965,258562,71826,1462,10643,0,507,374,38,95,267,1764
Ñuble,112135,933,192,1125,109750,30140,520,10182,0,278,186,28,64,173,1062
Biobío,389831,3665,679,4344,381127,68575,1617,35902,2,879,478,103,298,342,3740
Araucanía,229442,2022,571,2593,225094,37849,1220,11312,0,342,189,25,128,127,1424
Los Ríos,113053,1004,228,1232,110738,24094,670,6035,1,177,122,15,40,115,851
Los Lagos,202893,1971,373,2344,199262,26133,2875,16326,1,253,157,53,43,125,855
Aysén,27073,160,27,187,26536,8654,861,1795,0,59,32,12,15,34,290
Magallanes,55722,611,104,715,54415,6632,1389,3292,0,128,68,14,46,37,458
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,4044611,47117,11532,58649,3946255,751431,29016,353846,10,8842,5264,1332,2246,4304,36335
