Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79273,749,147,896,78008,24900,1349,3439,0,2,2,0,0,2,23
Tarapacá,112963,1052,119,1171,111403,28755,833,10389,0,20,18,0,2,12,63
Antofagasta,181988,1651,301,1952,179363,31660,2166,6819,0,23,13,1,9,13,95
Atacama,115508,592,121,713,114339,49655,1426,1741,0,35,22,8,5,28,159
Coquimbo,208923,1631,302,1933,206156,61220,1891,9403,0,57,50,0,7,50,166
Valparaíso,485955,5193,1234,6427,477279,141175,3048,50209,1,178,121,19,38,124,488
Metropolitana,1940946,24531,6206,30737,1902059,383025,25894,161601,0,574,369,36,169,341,1713
O’Higgins,218679,2236,577,2813,214929,67735,1353,14798,0,59,47,2,10,47,193
Maule,343252,2809,508,3317,338196,107221,4419,10643,0,68,41,5,22,38,268
Ñuble,156117,1115,200,1315,153875,52919,1567,10182,0,44,38,0,6,39,178
Biobío,504187,4094,694,4788,496757,118200,3820,35895,0,175,116,12,47,116,522
Araucanía,290799,2303,583,2886,286345,55475,4213,11318,0,74,49,11,14,40,242
Los Ríos,146072,1162,234,1396,143746,44068,1657,6034,0,52,37,6,9,47,160
Los Lagos,240435,2179,379,2558,236498,37600,4187,16328,0,53,15,11,27,19,178
Aysén,35815,191,27,218,35402,13854,2170,1794,0,9,7,2,0,4,42
Magallanes,67176,667,106,773,66005,11423,2684,3289,0,5,3,2,0,5,24
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5128130,52155,11740,63895,5040401,1228885,62677,353882,1,1428,948,115,365,925,4514
