Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80214,736,113,849,78801,25572,1417,3438,0,1,1,0,0,1,1
Tarapacá,114737,1041,99,1140,113076,30072,933,10389,0,4,3,0,1,3,6
Antofagasta,186355,1652,189,1841,183542,34105,2460,6818,0,2,2,0,0,1,3
Atacama,120811,600,98,698,119605,53983,1958,1742,0,4,4,0,0,3,8
Coquimbo,214318,1645,240,1885,211311,65596,2445,9400,0,1,1,0,0,1,2
Valparaíso,504494,5245,1012,6257,495133,154862,3751,50210,0,6,5,0,1,6,14
Metropolitana,2005938,24815,4543,29358,1964686,422077,31539,161611,0,11,3,1,7,6,33
O’Higgins,227140,2258,433,2691,223134,73913,1683,14809,0,0,0,0,0,0,1
Maule,352399,2825,416,3241,346819,112960,4775,10642,0,4,3,0,1,2,6
Ñuble,162110,1124,160,1284,159644,57937,2073,10180,0,2,2,0,0,2,3
Biobío,519559,4089,566,4655,511580,128221,4871,35889,0,2,1,0,1,0,2
Araucanía,297794,2364,470,2834,292823,59917,4732,11314,0,1,0,0,1,1,2
Los Ríos,150110,1189,210,1399,147572,47563,1910,6033,0,0,0,0,0,0,0
Los Lagos,245549,2209,269,2478,241215,40218,4468,16327,0,1,0,1,0,0,2
Aysén,37342,195,24,219,36918,14902,2686,1794,0,0,0,0,0,0,0
Magallanes,68803,649,57,706,67476,12430,3146,3288,0,0,0,0,0,0,3
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5287715,52636,8900,61536,5193376,1334328,74847,353884,0,39,25,2,12,26,86
