Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72180,714,144,858,71049,20631,1132,3441,0,12,4,8,0,4,90
Tarapacá,102409,1016,119,1135,100990,21548,597,10391,0,11,7,3,1,8,100
Antofagasta,164812,1582,297,1879,162442,24625,1467,6821,0,29,24,2,3,13,202
Atacama,100868,559,117,676,99880,38280,799,1745,0,26,15,8,3,24,178
Coquimbo,185763,1531,297,1828,183322,47034,1050,9391,0,71,63,7,1,47,310
Valparaíso,426435,4847,1225,6072,418749,106324,1903,50204,1,223,156,12,55,154,966
Metropolitana,1740797,23453,6164,29617,1705941,294511,17111,161584,2,513,363,36,114,251,2829
O’Higgins,196051,2102,573,2675,192700,55101,931,14798,0,70,55,11,4,22,383
Maule,306902,2610,504,3114,302379,89166,3372,10644,2,170,152,9,9,88,690
Ñuble,132612,1000,194,1194,130588,40179,801,10181,0,127,76,30,21,71,461
Biobío,449067,3835,685,4520,442166,90671,2333,35903,0,263,206,23,34,147,1285
Araucanía,263909,2141,576,2717,260150,46211,1948,11314,0,95,59,6,30,37,406
Los Ríos,130393,1078,231,1309,128484,33025,1011,6034,0,39,31,1,7,32,215
Los Lagos,224842,2049,374,2423,221554,31906,3573,16332,0,33,16,4,13,12,173
Aysén,31450,173,27,200,31118,11129,1296,1794,0,7,3,2,2,5,46
Magallanes,61889,642,105,747,60867,8785,1870,3289,0,14,14,0,0,9,61
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4590421,49332,11634,60966,4512420,959126,41194,353866,5,1703,1244,162,297,924,8395
