Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72280,717,144,861,71108,20687,1137,3441,0,32,22,9,1,18,114
Tarapacá,102607,1019,119,1138,101088,21634,602,10391,0,30,17,6,7,12,189
Antofagasta,165151,1585,297,1882,162625,24727,1478,6822,1,65,32,17,16,23,336
Atacama,101174,561,117,678,100038,38491,803,1746,0,49,17,27,5,37,318
Coquimbo,186396,1534,297,1831,183659,47368,1057,9391,0,143,84,43,16,61,581
Valparaíso,428247,4863,1225,6088,419741,107196,1918,50202,0,439,235,31,173,177,1705
Metropolitana,1746653,23477,6165,29642,1708892,296378,17313,161582,6,1242,729,146,367,373,5431
O’Higgins,196958,2105,573,2678,193109,55505,939,14799,1,229,147,36,46,88,848
Maule,308614,2616,504,3120,303152,89838,3479,10645,2,455,326,55,74,139,1582
Ñuble,133478,1001,194,1195,131051,40612,811,10181,0,213,109,9,95,84,841
Biobío,451384,3852,685,4537,443381,91565,2360,35901,1,528,309,93,126,195,2319
Araucanía,264878,2146,576,2722,260647,46444,1975,11311,0,254,167,27,60,55,837
Los Ríos,130880,1082,231,1313,128702,33296,1022,6034,0,119,66,14,39,63,455
Los Lagos,225255,2054,374,2428,221724,32035,3597,16331,0,69,39,7,23,21,377
Aysén,31542,173,27,200,31162,11181,1302,1794,0,16,12,2,2,11,91
Magallanes,62027,642,105,747,60925,8852,1885,3290,0,31,24,2,5,15,135
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4607566,49427,11635,61062,4521045,965809,41678,353861,11,3914,2335,524,1055,1372,16159
