Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79402,750,147,897,78098,24992,1358,3439,0,37,23,3,11,29,54
Tarapacá,113093,1053,119,1172,111548,28855,838,10389,0,20,19,0,1,20,36
Antofagasta,182295,1654,301,1955,179640,31834,2184,6818,0,52,29,2,21,24,102
Atacama,115896,594,121,715,114789,49980,1466,1741,0,43,18,15,10,39,89
Coquimbo,209483,1637,302,1939,206749,61675,1935,9401,0,51,45,4,2,45,108
Valparaíso,487580,5206,1234,6440,478948,142380,3096,50211,0,193,137,14,42,150,369
Metropolitana,1946658,24579,6207,30786,1907776,386513,26348,161606,2,592,437,28,127,424,1364
O’Higgins,219358,2240,577,2817,215601,68259,1382,14801,1,82,71,3,8,72,172
Maule,344048,2820,509,3329,339006,107734,4452,10643,0,94,61,7,26,66,189
Ñuble,156680,1119,200,1319,154466,53406,1617,10182,0,51,48,0,3,48,123
Biobío,505825,4105,695,4800,498410,119399,3939,35895,0,169,114,6,49,129,429
Araucanía,291468,2315,583,2898,287044,55856,4250,11320,1,68,41,5,22,40,167
Los Ríos,146543,1163,235,1398,144237,44472,1694,6034,0,59,45,3,11,52,108
Los Lagos,240902,2183,379,2562,236997,37809,4214,16328,0,61,35,4,22,36,117
Aysén,35918,193,27,220,35520,13914,2189,1794,0,6,5,0,1,6,22
Magallanes,67258,667,106,773,66077,11459,2700,3289,0,17,9,3,5,8,27
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5142449,52278,11744,64022,5054947,1238537,63662,353891,4,1595,1137,97,361,1188,3476
