Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79101,745,146,891,77829,24788,1341,3439,0,20,17,1,2,16,53
Tarapacá,112603,1044,119,1163,111016,28528,807,10389,0,40,28,1,11,29,115
Antofagasta,181131,1636,300,1936,178448,31230,2111,6820,0,67,40,8,19,36,206
Atacama,114376,588,121,709,113091,48729,1356,1741,0,105,62,21,22,84,295
Coquimbo,207293,1622,300,1922,204383,60029,1806,9402,0,166,129,12,25,115,369
Valparaíso,482455,5156,1233,6389,473711,138712,2941,50210,0,353,233,23,97,225,742
Metropolitana,1929693,24433,6202,30635,1890715,376542,25070,161593,0,1055,683,75,297,568,2368
O’Higgins,217332,2230,577,2807,213577,66829,1289,14799,0,131,106,7,18,92,268
Maule,341155,2789,507,3296,336100,105953,4349,10644,0,154,96,12,46,81,387
Ñuble,154751,1105,198,1303,152475,51839,1466,10181,0,113,74,4,35,79,270
Biobío,501043,4069,691,4760,493634,116070,3641,35894,0,235,145,31,59,149,636
Araucanía,288976,2289,581,2870,284515,54445,4111,11317,0,171,118,17,36,93,358
Los Ríos,145108,1156,233,1389,142807,43262,1587,6034,0,86,64,7,15,68,183
Los Lagos,239477,2164,377,2541,235640,37204,4141,16328,0,72,32,6,34,25,157
Aysén,35381,188,27,215,34970,13574,1955,1794,0,29,20,5,4,14,50
Magallanes,66969,665,106,771,65801,11283,2641,3288,0,16,11,0,5,8,46
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5096886,51879,11720,63599,5008753,1209017,60612,353873,0,2813,1858,230,725,1682,6503
