Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79055,744,145,889,77772,24756,1341,3439,0,17,12,4,1,12,73
Tarapacá,112487,1043,119,1162,110903,28442,801,10389,0,37,21,0,16,18,122
Antofagasta,180912,1636,300,1936,178165,31106,2100,6820,0,66,38,2,26,36,278
Atacama,114057,585,121,706,112706,48458,1338,1741,0,66,46,5,15,48,370
Coquimbo,206859,1619,300,1919,203943,59699,1785,9401,0,120,90,14,16,74,384
Valparaíso,481560,5152,1233,6385,472795,138097,2920,50209,0,173,130,2,41,117,804
Metropolitana,1926924,24410,6201,30611,1888025,375059,24841,161595,2,670,461,39,170,399,2421
O’Higgins,217017,2229,577,2806,213308,66615,1277,14798,0,52,45,1,6,28,236
Maule,340712,2787,507,3294,335621,105671,4339,10644,0,102,66,6,30,57,439
Ñuble,154432,1100,198,1298,152217,51617,1440,10181,0,76,44,2,30,45,229
Biobío,500342,4065,691,4756,492926,115610,3595,35894,0,199,127,6,66,114,671
Araucanía,288550,2287,581,2868,284119,54176,4088,11317,0,109,57,9,43,52,346
Los Ríos,144915,1154,233,1387,142658,43113,1580,6034,0,46,29,0,17,38,152
Los Lagos,239303,2160,377,2537,235500,37134,4132,16328,0,23,7,0,16,8,144
Aysén,35322,187,27,214,34932,13540,1951,1794,0,10,4,1,5,7,30
Magallanes,66916,665,106,771,65756,11253,2625,3288,0,8,3,0,5,3,41
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5089405,51823,11718,63541,5001387,1204346,60153,353872,2,1774,1180,91,503,1056,6740
