Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55744,672,140,812,54751,11918,506,3439,0,27,21,4,2,15,111
Tarapacá,79985,968,118,1086,78695,9872,330,10394,0,28,11,12,5,11,149
Antofagasta,123979,1477,286,1763,121698,10605,678,6823,0,119,48,56,15,39,437
Atacama,66657,472,113,585,65801,16483,278,1745,0,61,37,13,11,48,274
Coquimbo,128185,1387,290,1677,125973,20690,450,9382,1,126,69,44,13,59,500
Valparaíso,312127,4413,1204,5617,304725,61964,980,50211,2,547,277,91,179,221,2014
Metropolitana,1386787,22254,6070,28324,1349502,200521,9868,161565,3,2449,1394,232,823,691,9874
O’Higgins,151568,1959,562,2521,148486,32806,505,14803,0,173,104,45,24,82,646
Maule,241644,2425,498,2923,237770,62749,809,10641,0,266,207,43,16,140,821
Ñuble,101394,921,190,1111,99778,24881,410,10179,0,128,75,22,31,64,415
Biobío,355776,3608,676,4284,350249,58091,1263,35905,2,216,121,47,48,47,940
Araucanía,217315,2007,570,2577,214183,35106,1027,11313,0,142,71,10,61,22,446
Los Ríos,106510,996,228,1224,104995,21383,543,6035,0,48,15,21,12,23,176
Los Lagos,195761,1952,368,2320,193050,24502,2751,16331,1,38,22,11,5,12,144
Aysén,25191,157,27,184,24920,7596,696,1795,0,9,4,1,4,7,42
Magallanes,52230,601,103,704,51280,5440,1194,3294,0,36,16,0,20,15,160
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3600896,46269,11445,57714,3525898,604607,22288,353855,9,4413,2492,652,1269,1496,17149
