Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55801,672,140,812,54809,11963,506,3439,0,8,5,2,1,7,110
Tarapacá,80057,968,118,1086,78792,9894,330,10394,0,18,9,7,2,8,122
Antofagasta,124187,1479,286,1765,121920,10653,686,6823,0,51,23,21,7,10,415
Atacama,66787,472,113,585,65944,16560,280,1745,0,27,10,15,2,16,260
Coquimbo,128523,1387,290,1677,126266,20866,453,9381,0,108,55,42,11,59,541
Valparaíso,313269,4413,1206,5619,306017,62393,992,50211,1,245,171,14,60,139,1852
Metropolitana,1393399,22268,6070,28338,1355616,202194,9950,161563,3,1237,793,94,350,564,10306
O’Higgins,151938,1959,562,2521,148836,32947,507,14804,1,104,69,20,15,39,656
Maule,242180,2426,498,2924,238250,63015,817,10644,1,118,113,2,3,66,862
Ñuble,101659,921,190,1111,100033,24995,413,10179,0,75,53,4,18,36,422
Biobío,356375,3608,676,4284,350770,58260,1266,35903,1,133,96,13,24,50,1009
Araucanía,217622,2007,570,2577,214510,35163,1032,11314,0,96,50,4,42,27,414
Los Ríos,106596,996,228,1224,105065,21423,544,6035,0,24,15,1,8,16,188
Los Lagos,195848,1952,368,2320,193133,24518,2752,16331,1,15,9,2,4,1,142
Aysén,25214,157,27,184,24947,7608,696,1795,0,9,4,2,3,6,38
Magallanes,52315,601,103,704,51381,5472,1197,3294,0,22,14,0,8,6,142
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3611813,46286,11447,57733,3536331,607924,22421,353855,8,2290,1489,243,558,1050,17479
