Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55298,668,140,808,54382,11593,493,3439,0,15,10,5,0,5,67
Tarapacá,79419,968,118,1086,78230,9675,321,10394,1,26,14,7,5,11,70
Antofagasta,122461,1465,285,1750,120429,10189,623,6824,0,52,24,16,12,13,240
Atacama,65710,469,113,582,64983,15950,264,1744,1,50,23,14,13,24,165
Coquimbo,125970,1374,288,1662,123924,19697,439,9384,1,148,77,47,24,56,388
Valparaíso,304846,4358,1201,5559,298602,59048,946,50208,4,334,193,35,106,123,1042
Metropolitana,1353215,22126,6057,28183,1322341,192356,9338,161552,4,1272,749,155,368,359,4086
O’Higgins,149463,1939,561,2500,146696,31861,489,14801,0,161,103,38,20,61,408
Maule,238472,2390,498,2888,235014,61197,746,10641,0,193,169,16,8,89,536
Ñuble,99801,907,189,1096,98386,24071,386,10180,1,89,60,8,21,42,269
Biobío,351993,3576,674,4250,346748,56885,1236,35958,2,309,149,75,85,107,824
Araucanía,215285,1983,570,2553,212407,34659,999,11319,0,94,56,11,27,24,313
Los Ríos,105790,989,228,1217,104392,21024,532,6036,0,47,23,14,10,18,125
Los Lagos,194813,1938,366,2304,192200,24294,2528,16331,0,44,24,10,10,10,137
Aysén,24903,157,27,184,24620,7432,683,1794,0,13,8,5,0,8,70
Magallanes,51361,598,103,701,50444,5171,1107,3294,0,50,38,1,11,13,146
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3538843,45905,11420,57325,3473840,585102,21130,353899,14,2897,1720,457,720,963,8886
