Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,68326,693,142,835,65979,18632,976,3441,0,344,166,140,38,153,1371
Tarapacá,96165,991,118,1109,92968,18368,553,10395,0,444,186,125,133,265,1945
Antofagasta,156117,1542,294,1836,151595,21710,1250,6821,0,639,275,233,131,229,2471
Atacama,93721,535,116,651,91385,33654,643,1745,0,373,154,82,137,226,1609
Coquimbo,172425,1477,297,1774,167798,41204,849,9390,1,787,478,229,80,363,2653
Valparaíso,403224,4734,1222,5956,392985,96481,1686,50205,1,1185,705,112,368,502,3919
Metropolitana,1673493,23124,6147,29271,1632848,274692,15261,161570,14,3108,1833,283,992,889,10001
O’Higgins,185119,2053,572,2625,180199,50161,803,14801,1,618,415,142,61,324,2119
Maule,283542,2533,504,3037,276365,80157,2239,10640,0,1291,893,231,167,507,3613
Ñuble,122103,971,194,1165,118950,35302,661,10182,0,519,316,49,154,264,1711
Biobío,419573,3736,684,4420,409291,79436,1994,35908,1,1515,783,268,464,516,4997
Araucanía,246359,2072,574,2646,240436,42180,1589,11313,0,893,379,198,316,203,2801
Los Ríos,121975,1037,229,1266,118533,28845,839,6035,0,616,339,78,199,342,1868
Los Lagos,213911,2004,374,2378,209176,29239,3196,16332,1,637,289,137,211,174,1792
Aysén,29409,164,27,191,28715,9921,1037,1794,0,116,66,21,29,74,430
Magallanes,59406,630,104,734,58096,7872,1644,3291,0,113,73,4,36,30,406
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4344910,48296,11600,59896,4235360,867854,35220,353863,19,13198,7350,2332,3516,5061,43706
