Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55283,668,140,808,54365,11588,493,3439,0,18,12,4,2,4,69
Tarapacá,79393,968,118,1086,78214,9664,321,10394,2,10,9,0,1,9,65
Antofagasta,122412,1464,285,1749,120388,10176,621,6824,1,122,25,59,38,90,240
Atacama,65657,469,113,582,64938,15926,262,1743,0,44,18,14,12,25,159
Coquimbo,125829,1373,288,1661,123848,19641,438,9383,1,123,81,29,13,63,328
Valparaíso,304495,4352,1201,5553,298362,58925,938,50208,5,324,178,42,104,150,948
Metropolitana,1351683,22117,6057,28174,1321294,191997,9311,161549,1,1052,658,88,306,408,3639
O’Higgins,149299,1936,561,2497,146594,31800,489,14801,0,118,84,24,10,81,360
Maule,238276,2386,498,2884,234884,61108,742,10641,0,155,126,13,16,110,482
Ñuble,99711,904,189,1093,98337,24029,386,10179,0,76,41,17,18,58,239
Biobío,351677,3573,674,4247,346560,56778,1232,35957,1,224,130,34,60,75,715
Araucanía,215189,1980,570,2550,212324,34634,996,11319,0,102,45,11,46,33,326
Los Ríos,105740,983,228,1211,104370,21006,530,6036,0,33,16,13,4,24,109
Los Lagos,194698,1936,366,2302,192088,24275,2457,16331,0,42,21,15,6,23,143
Aysén,24884,156,27,183,24611,7419,677,1794,0,30,20,9,1,24,64
Magallanes,51265,598,103,701,50377,5148,1060,3294,0,42,34,2,6,18,117
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3535534,45863,11420,57283,3471596,584114,20953,353892,11,2515,1498,374,643,1195,8003
