Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79221,748,147,895,77955,24866,1346,3439,0,12,10,2,0,7,37
Tarapacá,112810,1050,119,1169,111251,28672,820,10389,0,24,18,3,3,15,72
Antofagasta,181661,1643,301,1944,178962,31491,2137,6819,0,47,28,6,13,20,190
Atacama,115103,591,121,712,113808,49316,1408,1741,0,58,33,9,16,48,292
Coquimbo,208332,1625,302,1927,205459,60764,1866,9403,1,103,76,16,11,72,297
Valparaíso,484566,5181,1234,6415,475799,140195,3006,50208,1,232,172,9,51,182,669
Metropolitana,1936213,24487,6206,30693,1897242,380228,25549,161596,0,749,524,35,190,468,2069
O’Higgins,218096,2234,577,2811,214347,67330,1320,14798,0,66,47,4,15,42,227
Maule,342455,2796,507,3303,337316,106737,4388,10644,1,129,87,13,29,75,400
Ñuble,155545,1109,199,1308,153265,52446,1514,10182,0,81,64,0,17,64,244
Biobío,502773,4080,692,4772,495365,117205,3743,35895,0,188,127,18,43,138,558
Araucanía,290033,2299,582,2881,285545,55037,4159,11318,0,113,78,11,24,62,322
Los Ríos,145618,1158,234,1392,143297,43688,1620,6034,0,55,37,3,15,50,175
Los Lagos,239993,2173,378,2551,236100,37416,4168,16328,0,55,24,2,29,23,174
Aysén,35572,190,27,217,35174,13706,2018,1794,0,14,6,2,6,9,32
Magallanes,67097,666,106,772,65917,11374,2669,3289,1,11,8,1,2,9,40
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5115130,52030,11734,63764,5026843,1220471,61731,353877,4,1937,1339,134,464,1284,5798
