Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80193,734,113,847,78807,25556,1415,3439,0,0,0,0,0,0,5
Tarapacá,114652,1038,99,1137,113011,30007,930,10389,0,9,5,3,1,7,20
Antofagasta,186298,1651,189,1840,183528,34090,2456,6818,0,8,4,3,1,2,16
Atacama,120665,596,98,694,119474,53877,1940,1741,0,15,14,0,1,13,39
Coquimbo,214184,1642,240,1882,211234,65507,2373,9401,0,10,5,1,4,4,21
Valparaíso,504187,5232,1012,6244,495042,154667,3742,50208,1,17,10,0,7,14,62
Metropolitana,2005321,24778,4541,29319,1964877,421794,31465,161601,0,42,25,1,16,23,144
O’Higgins,227089,2257,433,2690,223148,73890,1682,14808,0,9,5,1,3,5,16
Maule,352341,2823,416,3239,346930,112935,4771,10639,0,2,1,0,1,1,9
Ñuble,162045,1119,160,1279,159668,57879,2070,10179,0,3,2,0,1,1,10
Biobío,519483,4085,566,4651,511725,128180,4867,35887,0,10,7,0,3,7,34
Araucanía,297755,2361,470,2831,292941,59903,4725,11314,0,3,0,0,3,1,13
Los Ríos,150101,1189,209,1398,147629,47558,1908,6033,0,2,2,0,0,2,2
Los Lagos,245523,2209,269,2478,241308,40214,4463,16328,0,0,0,0,0,0,0
Aysén,37334,194,24,218,36917,14895,2679,1794,0,2,1,0,1,2,2
Magallanes,68782,649,57,706,67499,12419,3142,3288,0,0,0,0,0,0,4
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5285995,52557,8897,61454,5193779,1333371,74628,353867,1,132,81,9,42,82,397
