Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80210,735,113,848,78801,25568,1416,3438,0,1,0,0,1,0,4
Tarapacá,114725,1041,99,1140,113069,30061,933,10389,0,5,1,0,4,2,7
Antofagasta,186348,1652,189,1841,183549,34103,2459,6818,0,1,0,0,1,1,3
Atacama,120799,600,98,698,119599,53973,1954,1741,0,7,0,0,7,7,13
Coquimbo,214312,1645,240,1885,211320,65591,2444,9401,0,1,0,0,1,1,3
Valparaíso,504458,5242,1012,6254,495149,154838,3749,50210,0,10,1,0,9,4,20
Metropolitana,2005848,24809,4543,29352,1964808,422039,31524,161609,0,20,1,1,18,10,48
O’Higgins,227136,2257,433,2690,223149,73912,1683,14809,0,1,0,0,1,0,3
Maule,352391,2825,416,3241,346858,112954,4775,10639,0,4,0,0,4,1,6
Ñuble,162095,1123,160,1283,159637,57922,2071,10180,0,4,0,0,4,4,9
Biobío,519555,4089,566,4655,511626,128219,4870,35889,0,2,0,0,2,0,6
Araucanía,297792,2363,470,2833,292855,59916,4732,11314,0,2,0,0,2,1,3
Los Ríos,150110,1189,210,1399,147591,47563,1910,6033,0,0,0,0,0,0,1
Los Lagos,245543,2209,269,2478,241241,40216,4465,16327,0,1,0,0,1,0,2
Aysén,37342,195,24,219,36920,14902,2686,1794,0,0,0,0,0,0,0
Magallanes,68798,649,57,706,67482,12429,3143,3288,0,1,0,0,1,1,1
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5287504,52623,8900,61523,5193695,1334206,74814,353879,0,60,3,1,56,32,129
