Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80280,736,113,849,78821,25621,1421,3438,0,0,0,0,0,0,7
Tarapacá,114808,1041,99,1140,113105,30128,934,10389,0,0,0,0,0,0,4
Antofagasta,186418,1654,189,1843,183507,34131,2465,6818,0,0,0,0,0,0,3
Atacama,120857,600,98,698,119595,54016,1962,1742,0,1,1,0,0,1,7
Coquimbo,214360,1646,240,1886,211228,65621,2447,9400,0,2,2,0,0,0,2
Valparaíso,504609,5256,1013,6269,494868,154924,3757,50213,0,7,6,1,0,6,15
Metropolitana,2006235,24840,4549,29389,1963766,422197,31567,161608,0,8,2,0,6,2,22
O’Higgins,227153,2261,433,2694,222985,73920,1684,14808,0,0,0,0,0,0,0
Maule,352412,2826,416,3242,346593,112973,4776,10638,0,0,0,0,0,0,1
Ñuble,162164,1124,160,1284,159575,57989,2082,10180,0,0,0,0,0,0,1
Biobío,519614,4091,568,4659,511330,128230,4874,35888,0,0,0,0,0,0,1
Araucanía,297809,2367,471,2838,292590,59922,4734,11316,0,1,1,0,0,1,1
Los Ríos,150126,1190,211,1401,147484,47563,1912,6033,0,0,0,0,0,0,1
Los Lagos,245570,2209,269,2478,241080,40223,4480,16327,0,0,0,0,0,0,1
Aysén,37346,195,24,219,36904,14904,2686,1794,0,0,0,0,0,0,0
Magallanes,68825,649,57,706,67458,12436,3153,3288,0,1,0,0,1,0,4
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5288628,52685,8911,61596,5190930,1334798,74934,353880,0,20,12,1,7,10,70
