Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79990,731,113,844,78645,25401,1392,3439,0,5,5,0,0,5,27
Tarapacá,114031,1031,99,1130,112418,29541,900,10389,0,12,8,2,2,11,58
Antofagasta,185546,1645,189,1834,182777,33707,2398,6818,0,33,32,1,0,29,126
Atacama,118928,584,98,682,117631,52469,1772,1741,0,38,27,2,9,28,215
Coquimbo,212952,1624,239,1863,210049,64550,2173,9406,0,44,39,0,5,41,139
Valparaíso,500518,5158,1011,6169,491246,152064,3584,50214,1,155,123,3,29,126,648
Metropolitana,1992871,24599,4531,29130,1951994,414639,30134,161615,3,566,405,18,143,377,2105
O’Higgins,225488,2229,431,2660,221459,72784,1616,14807,1,64,58,0,6,51,304
Maule,350708,2795,414,3209,345267,112042,4696,10638,0,83,47,8,28,49,325
Ñuble,160840,1111,160,1271,158400,56892,1982,10180,0,77,57,2,18,61,219
Biobío,516872,4058,565,4623,508936,126698,4645,35894,0,166,120,4,42,127,591
Araucanía,296545,2331,469,2800,291807,59220,4614,11318,0,42,31,2,9,34,234
Los Ríos,149792,1179,209,1388,147380,47311,1872,6034,0,24,17,0,7,22,84
Los Lagos,245007,2194,268,2462,240908,39975,4430,16327,0,29,11,2,16,12,115
Aysén,37054,192,24,216,36602,14717,2509,1794,0,21,11,1,9,15,53
Magallanes,68436,644,57,701,67176,12205,3042,3289,1,12,8,0,4,8,55
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5255620,52105,8878,60983,5162736,1314215,71759,353903,6,1371,999,45,327,996,5298
