Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79262,749,147,896,78007,24891,1349,3439,0,6,4,2,0,4,19
Tarapacá,112924,1051,119,1170,111367,28730,829,10389,0,24,14,1,9,9,63
Antofagasta,181926,1649,301,1950,179282,31630,2160,6819,0,38,24,0,14,19,119
Atacama,115417,592,121,713,114227,49578,1425,1741,0,57,36,9,12,44,183
Coquimbo,208796,1627,302,1929,205998,61117,1883,9403,0,67,53,5,9,53,204
Valparaíso,485587,5189,1234,6423,476938,140937,3035,50208,0,185,132,14,39,134,490
Metropolitana,1939680,24522,6206,30728,1900847,382283,25794,161600,2,636,400,28,208,375,1726
O’Higgins,218542,2234,577,2811,214776,67627,1343,14798,0,75,59,5,11,50,217
Maule,343092,2808,508,3316,337994,107134,4413,10644,0,129,84,7,38,77,316
Ñuble,156017,1114,199,1313,153701,52831,1554,10182,0,85,60,2,23,69,258
Biobío,503843,4088,693,4781,496385,117966,3801,35895,0,219,141,4,74,148,566
Araucanía,290619,2303,583,2886,286136,55365,4198,11318,0,98,58,9,31,54,281
Los Ríos,145965,1160,234,1394,143621,43978,1647,6034,0,74,49,10,15,60,184
Los Lagos,240324,2177,379,2556,236389,37558,4177,16328,0,66,24,5,37,27,189
Aysén,35774,191,27,218,35362,13833,2156,1794,0,13,6,4,3,7,41
Magallanes,67161,667,106,773,65990,11411,2680,3288,0,6,5,0,1,5,25
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5124971,52121,11738,63859,5037061,1226869,62444,353880,2,1778,1149,105,524,1135,4881
