Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,56023,672,140,812,54966,12098,515,3440,1,27,20,7,0,24,166
Tarapacá,80270,970,118,1088,79001,9979,331,10396,2,19,13,2,4,6,121
Antofagasta,125073,1480,286,1766,122646,10986,712,6824,2,66,40,16,10,28,564
Atacama,67296,475,113,588,66351,16851,287,1745,0,50,18,29,3,29,354
Coquimbo,129663,1389,291,1680,127259,21421,461,9382,1,112,84,17,11,58,673
Valparaíso,318285,4420,1208,5628,309909,64421,1022,50216,4,439,279,18,142,214,2922
Metropolitana,1415893,22297,6074,28371,1375149,207978,10278,161561,1,1778,897,136,745,638,13059
O’Higgins,153275,1962,563,2525,150016,33575,517,14804,1,117,103,3,11,56,790
Maule,244261,2428,498,2926,239954,63886,890,10641,0,168,155,11,2,93,1213
Ñuble,102414,926,190,1116,100775,25352,421,10180,1,58,45,6,7,34,415
Biobío,358955,3614,676,4290,352673,58997,1288,35903,1,207,150,23,34,82,1628
Araucanía,218507,2010,570,2580,215354,35346,1056,11315,2,53,22,2,29,14,427
Los Ríos,106950,997,228,1225,105381,21578,549,6037,2,33,22,0,11,17,212
Los Lagos,196192,1955,371,2326,193402,24609,2771,16334,2,14,6,4,4,4,185
Aysén,25306,158,27,185,25016,7663,707,1796,1,2,1,0,1,2,57
Magallanes,52670,602,103,705,51679,5621,1216,3293,0,36,24,0,12,15,192
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3651076,46355,11458,57813,3569573,620361,23021,353867,21,3179,1879,274,1026,1314,22978
