Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80290,736,113,849,78825,25629,1422,3438,0,4,3,1,0,3,5
Tarapacá,114814,1041,99,1140,113108,30134,934,10389,0,0,0,0,0,0,3
Antofagasta,186424,1654,189,1843,183497,34135,2465,6818,0,1,1,0,0,0,5
Atacama,120862,600,98,698,119592,54021,1964,1742,0,2,1,1,0,2,5
Coquimbo,214369,1647,240,1887,211219,65623,2448,9400,0,2,2,0,0,1,4
Valparaíso,504619,5257,1013,6270,494842,154931,3759,50214,0,2,1,0,1,2,5
Metropolitana,2006271,24842,4549,29391,1963643,422207,31569,161610,0,9,3,0,6,2,19
O’Higgins,227155,2261,433,2694,222969,73921,1684,14808,0,0,0,0,0,0,0
Maule,352414,2826,416,3242,346575,112973,4776,10638,0,0,0,0,0,0,1
Ñuble,162166,1124,160,1284,159565,57992,2084,10180,0,0,0,0,0,0,0
Biobío,519617,4091,568,4659,511289,128230,4875,35888,0,0,0,0,0,0,3
Araucanía,297809,2367,471,2838,292561,59922,4734,11316,0,0,0,0,0,0,0
Los Ríos,150126,1190,211,1401,147473,47563,1912,6033,0,0,0,0,0,0,0
Los Lagos,245573,2209,269,2478,241055,40225,4481,16327,0,3,1,0,2,2,3
Aysén,37346,195,24,219,36900,14904,2686,1794,0,0,0,0,0,0,0
Magallanes,68828,649,57,706,67455,12436,3153,3288,0,1,0,0,1,0,2
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5288725,52689,8911,61600,5190609,1334846,74946,353883,0,24,12,2,10,12,55
