Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,74839,727,144,871,73536,22056,1223,3442,0,39,16,22,1,21,161
Tarapacá,105908,1033,119,1152,104279,23634,690,10390,0,61,34,3,24,45,215
Antofagasta,172928,1612,298,1910,170185,27645,1729,6821,0,106,54,14,38,47,407
Atacama,107316,572,117,689,106050,43075,1026,1741,0,90,34,21,35,42,356
Coquimbo,197218,1576,298,1874,194326,53345,1393,9393,0,142,98,27,17,79,534
Valparaíso,462330,5015,1231,6246,453502,125326,2404,50199,0,352,233,9,110,197,1364
Metropolitana,1865674,24007,6181,30188,1827242,345356,21277,161589,0,1027,511,66,450,475,3775
O’Higgins,209752,2168,576,2744,205990,62211,1095,14803,0,133,84,5,44,53,505
Maule,330933,2718,507,3225,325875,100101,4045,10643,1,177,88,14,75,75,744
Ñuble,148337,1057,197,1254,146074,48065,1149,10182,0,129,53,5,71,49,436
Biobío,484083,3963,688,4651,476706,106360,2813,35892,0,224,120,9,95,128,1098
Araucanía,281405,2219,580,2799,277131,51130,3880,11321,1,118,49,10,59,36,478
Los Ríos,139749,1120,232,1352,137393,39151,1319,6035,0,83,50,17,16,67,404
Los Lagos,233536,2105,376,2481,229636,34863,3897,16331,0,96,34,9,53,32,462
Aysén,33979,182,27,209,33551,12668,1673,1794,0,22,9,8,5,15,96
Magallanes,64776,654,106,760,63605,10129,2156,3290,0,20,11,0,9,10,115
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4912805,50728,11679,62407,4825122,1105115,51769,353866,2,2819,1478,239,1102,1371,11150
