Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80192,734,113,847,78809,25556,1415,3439,0,4,3,1,0,3,6
Tarapacá,114630,1038,99,1137,113002,29991,929,10389,0,5,4,0,1,4,12
Antofagasta,186282,1651,189,1840,183532,34088,2456,6818,0,5,3,2,0,1,6
Atacama,120643,595,98,693,119461,53857,1938,1741,0,17,8,4,5,13,36
Coquimbo,214161,1641,240,1881,211227,65494,2373,9401,0,4,2,0,2,3,15
Valparaíso,504139,5231,1012,6243,495025,154630,3741,50208,1,29,13,2,14,19,65
Metropolitana,2005229,24776,4541,29317,1964849,421754,31459,161605,0,57,31,7,19,22,145
O’Higgins,227078,2257,433,2690,223153,73884,1682,14808,0,5,2,0,3,5,13
Maule,352335,2823,416,3239,346936,112932,4771,10639,0,6,6,0,0,4,17
Ñuble,162038,1119,160,1279,159676,57874,2071,10179,0,4,3,0,1,3,10
Biobío,519462,4085,566,4651,511737,128169,4866,35887,0,11,2,1,8,2,28
Araucanía,297747,2361,470,2831,292950,59900,4725,11314,0,5,0,2,3,1,12
Los Ríos,150099,1189,209,1398,147638,47557,1908,6033,0,0,0,0,0,0,3
Los Lagos,245523,2209,269,2478,241324,40214,4463,16328,1,1,1,0,0,1,0
Aysén,37332,194,24,218,36917,14893,2679,1794,0,0,0,0,0,0,1
Magallanes,68780,649,57,706,67500,12417,3141,3288,0,2,1,1,0,2,5
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5285712,52552,8897,61449,5193777,1333210,74617,353871,2,155,79,20,56,83,374
