Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55996,672,140,812,54938,12074,512,3440,1,23,16,6,1,16,167
Tarapacá,80251,970,118,1088,78977,9973,331,10394,0,18,11,6,1,6,126
Antofagasta,125005,1480,286,1766,122426,10958,710,6824,2,94,48,37,9,28,716
Atacama,67241,475,113,588,66264,16822,286,1745,1,48,22,26,0,35,386
Coquimbo,129545,1389,291,1680,127044,21364,461,9382,1,120,65,21,34,47,770
Valparaíso,317834,4420,1208,5628,309078,64208,1019,50214,2,537,347,69,121,244,3303
Metropolitana,1413637,22294,6074,28368,1371256,207343,10260,161562,3,1923,1060,204,659,582,14709
O’Higgins,153154,1962,563,2525,149770,33519,516,14804,1,121,83,6,32,43,915
Maule,244079,2428,498,2926,239603,63793,888,10642,1,235,187,47,1,80,1382
Ñuble,102356,926,190,1116,100650,25318,420,10180,1,98,59,5,34,34,482
Biobío,358742,3614,676,4290,352196,58915,1286,35902,2,251,129,72,50,54,1892
Araucanía,218449,2010,570,2580,215209,35332,1054,11314,1,60,26,6,28,11,514
Los Ríos,106916,997,228,1225,105303,21561,549,6037,2,29,8,4,17,11,256
Los Lagos,196176,1955,371,2326,193350,24605,2771,16334,2,32,13,10,9,6,221
Aysén,25304,158,27,185,25009,7661,707,1796,1,12,3,5,4,6,62
Magallanes,52633,602,103,705,51618,5606,1214,3293,0,26,13,0,13,8,216
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3647361,46352,11458,57810,3562733,619052,22984,353863,21,3627,2090,524,1013,1211,26117
