Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55124,667,140,807,54073,11505,486,3439,0,25,13,7,5,15,205
Tarapacá,79213,966,118,1084,77984,9606,320,10387,0,20,17,2,1,10,122
Antofagasta,121905,1463,283,1746,119668,9986,602,6812,0,99,25,56,18,39,466
Atacama,65263,464,113,577,64439,15698,256,1739,0,42,15,13,14,21,274
Coquimbo,124961,1368,288,1656,122692,19282,426,9374,0,109,66,18,25,42,633
Valparaíso,301692,4327,1198,5525,295003,57868,924,50179,0,328,176,42,110,116,1572
Metropolitana,1341500,22038,6048,28086,1308290,189401,9140,161465,7,1261,629,183,449,273,6747
O’Higgins,148340,1925,560,2485,145298,31387,486,14788,0,131,83,44,4,54,731
Maule,236883,2360,498,2858,232981,60396,725,10639,1,217,150,40,27,77,1056
Ñuble,99063,893,189,1082,97472,23719,378,10174,1,78,40,10,28,32,483
Biobío,349789,3548,673,4221,343572,56200,1212,35930,1,357,192,56,109,104,1871
Araucanía,214136,1965,570,2535,210963,34394,982,11306,1,170,89,28,53,43,673
Los Ríos,105356,978,227,1205,103804,20820,511,6031,0,59,22,13,24,23,314
Los Lagos,193147,1927,366,2293,190302,23913,1387,16319,0,102,49,34,19,38,427
Aysén,24731,152,26,178,24426,7322,673,1792,0,27,10,16,1,11,105
Magallanes,50874,598,103,701,49952,5018,951,3289,0,32,17,5,10,5,158
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3512020,45639,11402,57041,3440961,576515,19459,353663,11,3057,1593,567,897,903,15837
