Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79271,749,147,896,78005,24898,1349,3439,0,9,6,2,1,7,26
Tarapacá,112943,1052,119,1171,111379,28743,831,10389,0,19,14,1,4,13,69
Antofagasta,181964,1650,301,1951,179313,31647,2162,6819,0,37,27,2,8,17,121
Atacama,115472,592,121,713,114275,49627,1426,1741,0,55,34,4,17,49,190
Coquimbo,208865,1629,302,1931,206064,61170,1886,9403,0,68,56,3,9,53,204
Valparaíso,485769,5191,1234,6425,477079,141050,3043,50209,1,179,114,16,49,112,519
Metropolitana,1940359,24526,6206,30732,1901295,382684,25853,161601,2,664,447,34,183,401,1919
O’Higgins,218620,2235,577,2812,214840,67688,1350,14798,0,76,65,1,10,61,228
Maule,343180,2808,508,3316,338080,107183,4417,10643,0,86,55,8,23,49,316
Ñuble,156072,1114,199,1313,153796,52879,1560,10182,0,56,47,2,7,48,216
Biobío,504013,4090,694,4784,496539,118084,3812,35895,0,157,110,14,33,116,575
Araucanía,290724,2303,583,2886,286215,55434,4208,11318,0,101,68,5,28,65,299
Los Ríos,146019,1161,234,1395,143661,44020,1652,6034,0,52,38,1,13,42,196
Los Lagos,240382,2178,379,2557,236435,37581,4185,16328,0,52,23,7,22,22,194
Aysén,35791,191,27,218,35369,13842,2156,1794,0,17,10,3,4,9,51
Magallanes,67171,667,106,773,65994,11418,2682,3289,0,9,3,2,4,7,30
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5126657,52136,11739,63875,5038380,1227948,62572,353882,3,1637,1117,105,415,1071,5153
