Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79497,751,147,898,78196,25070,1364,3439,0,12,11,1,0,11,39
Tarapacá,113204,1053,119,1172,111627,28933,842,10389,0,19,15,2,2,13,60
Antofagasta,182548,1656,301,1957,179875,31985,2193,6818,0,34,28,3,3,28,104
Atacama,116118,596,121,717,114992,50160,1487,1741,0,24,18,2,4,22,94
Coquimbo,209810,1640,302,1942,207041,61919,1955,9403,0,37,31,2,4,29,117
Valparaíso,488553,5213,1234,6447,479834,143105,3127,50212,0,130,111,6,13,114,397
Metropolitana,1950473,24605,6208,30813,1911231,388942,26673,161605,1,486,355,21,110,368,1557
O’Higgins,219805,2243,577,2820,215997,68575,1403,14800,0,69,49,0,20,49,194
Maule,344545,2829,509,3338,339466,108024,4483,10643,0,43,32,0,11,33,177
Ñuble,157015,1120,201,1321,154764,53703,1650,10181,0,61,54,0,7,53,144
Biobío,506892,4113,695,4808,499381,120155,4011,35895,1,157,128,0,29,130,454
Araucanía,291926,2326,583,2909,287440,56149,4269,11318,0,60,45,5,10,47,199
Los Ríos,146878,1168,235,1403,144514,44775,1705,6034,0,52,32,4,16,51,148
Los Lagos,241277,2187,379,2566,237300,37985,4247,16328,0,48,26,0,22,23,160
Aysén,35980,193,27,220,35575,13960,2191,1794,0,10,7,1,2,7,28
Magallanes,67318,667,106,773,66128,11493,2711,3289,0,8,3,0,5,3,28
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5151881,52360,11746,64106,5063402,1244933,64311,353889,2,1250,945,47,258,981,3900
