Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79588,752,147,899,78261,25128,1369,3438,0,25,16,8,1,16,55
Tarapacá,113312,1053,119,1172,111726,29013,849,10389,0,19,12,3,4,13,64
Antofagasta,182863,1658,301,1959,180128,32162,2206,6818,0,40,35,2,3,27,151
Atacama,116351,596,121,717,115163,50351,1513,1741,0,44,23,17,4,36,146
Coquimbo,210226,1646,302,1948,207342,62252,1994,9402,0,75,51,10,14,59,208
Valparaíso,489730,5218,1234,6452,480754,143967,3179,50211,0,215,152,14,49,151,605
Metropolitana,1955248,24620,6210,30830,1914907,391858,27091,161603,0,837,585,47,205,531,2469
O’Higgins,220368,2244,577,2821,216434,69019,1425,14800,0,93,71,6,16,74,305
Maule,345172,2834,509,3343,339907,108438,4522,10643,1,120,96,5,19,92,333
Ñuble,157383,1123,201,1324,155057,54014,1685,10181,0,83,70,0,13,68,201
Biobío,508045,4119,695,4814,500345,120971,4097,35896,0,210,143,3,64,151,592
Araucanía,292419,2333,583,2916,287849,56463,4310,11319,0,71,42,10,19,44,245
Los Ríos,147260,1171,235,1406,144831,45110,1720,6034,0,53,40,2,11,52,198
Los Lagos,241765,2189,380,2569,237649,38231,4270,16328,0,100,54,9,37,50,275
Aysén,36133,194,27,221,35700,14082,2259,1794,0,21,11,4,6,16,54
Magallanes,67411,667,106,773,66192,11553,2731,3289,0,12,10,1,1,9,51
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5163316,52417,11749,64166,5072286,1252612,65220,353886,1,2018,1411,141,466,1389,5952
