Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,73509,721,144,865,72232,21337,1178,3441,0,67,48,17,2,35,172
Tarapacá,104278,1029,119,1148,102670,22535,643,10391,0,78,38,7,33,42,218
Antofagasta,169225,1603,298,1901,166335,26232,1612,6822,0,219,107,36,76,88,600
Atacama,104427,568,117,685,103095,40891,906,1743,0,137,43,23,71,102,464
Coquimbo,192103,1561,298,1859,189188,50375,1213,9389,0,215,141,43,31,119,625
Valparaíso,447027,4941,1228,6169,437415,116886,2157,50205,0,990,532,84,374,477,2400
Metropolitana,1821453,23766,6177,29943,1779963,325935,19688,161585,4,2988,1431,226,1331,1312,7704
O’Higgins,204234,2138,576,2714,200272,59019,1017,14802,0,307,188,77,42,191,803
Maule,322769,2673,505,3178,317140,96060,3925,10643,0,524,303,79,142,276,1486
Ñuble,142325,1027,195,1222,139547,45095,1000,10183,1,414,177,11,226,224,1043
Biobío,474014,3926,688,4614,465826,101770,2687,35894,0,654,290,129,235,287,2110
Araucanía,276081,2184,580,2764,271560,49528,3763,11321,2,396,145,77,174,93,877
Los Ríos,136118,1107,232,1339,133595,36646,1175,6035,0,238,113,39,86,133,647
Los Lagos,229750,2082,375,2457,225940,33521,3776,16330,0,198,95,37,66,74,489
Aysén,32863,176,27,203,32395,11941,1442,1794,0,58,32,17,9,21,155
Magallanes,63684,645,105,750,62451,9598,2022,3291,0,74,40,3,31,27,216
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4793902,50147,11666,61813,4699665,1047369,48204,353869,7,7557,3723,905,2929,3501,20009
