Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72136,713,144,857,70952,20612,1131,3441,0,13,6,7,0,7,143
Tarapacá,102360,1015,119,1134,100872,21525,597,10391,0,18,10,6,2,9,169
Antofagasta,164736,1580,297,1877,162213,24593,1464,6821,0,49,30,13,6,18,355
Atacama,100785,559,117,676,99638,38209,798,1745,0,24,14,9,1,19,337
Coquimbo,185589,1531,297,1828,182937,46930,1046,9391,0,65,44,19,2,22,521
Valparaíso,425829,4841,1225,6066,417723,105948,1897,50204,1,194,140,8,46,131,1386
Metropolitana,1739123,23429,6164,29593,1702641,293890,17063,161585,2,551,290,63,198,187,4455
O’Higgins,195845,2101,573,2674,192270,55022,927,14798,0,75,47,10,18,30,607
Maule,306455,2608,504,3112,301550,88965,3348,10644,1,184,143,29,12,58,1072
Ñuble,132297,1000,194,1194,130153,40005,794,10181,0,105,57,20,28,48,581
Biobío,448360,3831,685,4516,440872,90352,2324,35903,1,274,202,30,42,122,1872
Araucanía,263671,2141,576,2717,259571,46124,1941,11314,1,114,74,12,28,27,747
Los Ríos,130301,1077,231,1308,128162,32952,1009,6034,0,68,39,0,29,24,445
Los Lagos,224737,2048,374,2422,221205,31874,3566,16332,0,41,21,5,15,13,417
Aysén,31430,173,27,200,31057,11114,1296,1794,0,6,3,2,1,4,87
Magallanes,61854,642,105,747,60822,8766,1867,3289,0,18,13,0,5,8,71
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4585550,49289,11634,60923,4502679,956881,41068,353867,6,1799,1133,233,433,727,13265
