Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,78978,744,144,888,77654,24703,1339,3439,0,46,37,8,1,33,131
Tarapacá,112358,1041,119,1160,110714,28362,795,10389,0,79,57,6,16,60,195
Antofagasta,180622,1635,300,1935,177805,30978,2083,6820,0,113,62,7,44,52,385
Atacama,113718,584,121,705,112298,48192,1310,1741,0,132,70,22,40,112,453
Coquimbo,206393,1618,300,1918,203333,59396,1765,9400,0,209,178,15,16,158,561
Valparaíso,480648,5143,1232,6375,471722,137516,2888,50209,0,379,253,22,104,233,1078
Metropolitana,1924142,24378,6196,30574,1884780,373575,24637,161594,1,1134,688,80,366,570,3274
O’Higgins,216746,2227,577,2804,213006,66458,1266,14799,0,113,88,8,17,75,299
Maule,340226,2784,507,3291,335115,105403,4319,10644,0,212,143,13,56,120,541
Ñuble,154172,1098,198,1296,151937,51454,1432,10181,0,81,56,0,25,50,286
Biobío,499597,4060,691,4751,492137,115195,3551,35894,0,265,181,12,72,176,817
Araucanía,288160,2283,581,2864,283692,53994,4078,11318,2,184,112,22,50,106,448
Los Ríos,144742,1154,233,1387,142466,42966,1567,6034,0,56,34,6,16,43,200
Los Lagos,239163,2155,376,2531,235322,37080,4118,16328,0,85,38,13,34,36,231
Aysén,35287,187,27,214,34880,13516,1951,1794,0,21,10,5,6,14,57
Magallanes,66868,665,106,771,65710,11230,2617,3288,0,21,17,0,4,13,55
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5081862,51756,11710,63466,4992612,1200018,59716,353872,3,3130,2024,239,867,1851,9011
