Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80144,731,113,844,78777,25516,1405,3439,0,7,6,1,0,5,14
Tarapacá,114467,1036,99,1135,112827,29872,924,10389,0,19,8,0,11,11,51
Antofagasta,186177,1649,189,1838,183439,34036,2444,6818,0,10,7,2,1,3,40
Atacama,120326,593,98,691,119118,53621,1906,1741,0,26,11,2,13,19,92
Coquimbo,213792,1635,240,1875,210882,65205,2234,9400,0,27,15,0,12,22,48
Valparaíso,503537,5212,1012,6224,494462,154191,3715,50205,0,63,38,4,21,45,196
Metropolitana,2003536,24718,4540,29258,1963397,420884,31257,161599,1,175,108,11,56,113,496
O’Higgins,226887,2250,433,2683,222997,73768,1672,14808,0,19,13,0,6,15,56
Maule,352112,2812,415,3227,346767,112835,4763,10637,0,29,16,3,10,15,67
Ñuble,161869,1115,160,1275,159515,57731,2056,10179,0,30,23,1,6,25,61
Biobío,519165,4078,566,4644,511533,128003,4841,35887,0,31,20,2,9,21,90
Araucanía,297593,2355,469,2824,292871,59833,4709,11314,0,13,9,1,3,9,47
Los Ríos,150067,1186,209,1395,147652,47531,1902,6033,0,1,1,0,0,1,9
Los Lagos,245471,2206,269,2475,241329,40193,4456,16328,0,4,3,1,0,3,19
Aysén,37308,193,24,217,36901,14873,2665,1794,0,1,1,0,0,1,5
Magallanes,68729,647,57,704,67477,12379,3130,3288,0,4,3,1,0,3,7
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5281222,52416,8894,61310,5189985,1330471,74079,353859,1,459,282,29,148,311,1298
