Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79921,755,147,902,78571,25358,1387,3439,0,20,15,5,0,11,42
Tarapacá,113891,1055,119,1174,112252,29435,890,10389,0,24,17,1,6,19,90
Antofagasta,185154,1662,301,1963,182300,33470,2374,6818,0,133,84,6,43,70,225
Atacama,118321,599,121,720,116867,52023,1717,1740,0,190,105,59,26,178,382
Coquimbo,212473,1651,302,1953,209537,64160,2144,9404,0,105,100,3,2,97,191
Valparaíso,498666,5234,1236,6470,489103,150807,3515,50213,0,486,316,19,151,353,997
Metropolitana,1986599,24717,6214,30931,1944594,411091,29608,161608,2,1489,981,65,443,913,3378
O’Higgins,224583,2248,577,2825,220433,72182,1587,14806,0,194,143,24,27,163,455
Maule,349761,2852,511,3363,344180,111499,4660,10638,0,280,196,12,72,187,515
Ñuble,160210,1136,202,1338,157614,56387,1935,10181,0,176,127,12,37,150,387
Biobío,515236,4135,696,4831,507148,125731,4528,35895,0,366,218,8,140,232,795
Araucanía,295793,2353,583,2936,290891,58756,4568,11318,0,217,140,16,61,147,431
Los Ríos,149499,1183,236,1419,147010,47082,1844,6034,0,77,55,3,19,70,178
Los Lagos,244625,2211,380,2591,240443,39769,4405,16327,0,140,76,19,45,67,231
Aysén,36904,196,28,224,36429,14628,2492,1794,0,26,14,8,4,23,79
Magallanes,68206,668,106,774,66909,12061,2967,3290,0,42,29,3,10,23,96
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5239884,52655,11761,64416,5144322,1304439,70621,353894,2,3965,2616,263,1086,2703,8472
