Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80372,736,113,849,78866,25694,1429,3438,0,4,1,0,3,4,4
Tarapacá,114999,1041,99,1140,113244,30272,944,10389,0,3,3,0,0,3,14
Antofagasta,186536,1655,189,1844,183533,34186,2474,6818,0,1,0,0,1,0,6
Atacama,120907,601,98,699,119580,54059,1972,1742,0,5,1,4,0,5,9
Coquimbo,214493,1651,241,1892,211225,65719,2465,9400,0,4,3,0,1,2,6
Valparaíso,504913,5259,1014,6273,494803,155155,3776,50217,1,19,15,1,3,16,39
Metropolitana,2006893,24854,4551,29405,1963094,422428,31647,161618,1,22,11,1,10,11,68
O’Higgins,227180,2261,433,2694,222854,73931,1684,14808,0,2,1,0,1,1,3
Maule,352452,2827,416,3243,346408,112988,4780,10638,0,3,1,0,2,0,4
Ñuble,162188,1125,160,1285,159499,58012,2090,10180,0,0,0,0,0,0,1
Biobío,519692,4094,568,4662,511080,128259,4879,35888,0,3,2,0,1,2,10
Araucanía,297847,2369,471,2840,292410,59939,4743,11316,0,2,1,0,1,1,2
Los Ríos,150136,1191,211,1402,147403,47570,1914,6033,0,0,0,0,0,0,0
Los Lagos,245649,2210,269,2479,240981,40245,4526,16327,0,3,3,0,0,3,3
Aysén,37358,195,24,219,36893,14910,2686,1794,0,1,0,1,0,0,2
Magallanes,68979,650,57,707,67528,12496,3179,3288,0,8,2,0,6,2,26
Se desconoce región de origen,41,0,1,1,40,0,0,0,0,0,0,0,0,0,0
Total,5290635,52719,8915,61634,5189441,1335863,75188,353894,2,80,44,7,29,50,197
