Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72364,717,144,861,71158,20735,1140,3441,0,48,23,23,2,22,146
Tarapacá,102683,1020,119,1139,101203,21673,603,10391,0,34,14,10,10,21,149
Antofagasta,165361,1586,297,1883,162814,24807,1487,6822,1,111,37,45,29,37,352
Atacama,101319,562,117,679,100213,38592,806,1745,0,85,41,25,19,60,284
Coquimbo,186743,1534,297,1831,184016,47533,1064,9392,1,143,104,31,8,83,565
Valparaíso,429119,4865,1225,6090,420891,107684,1924,50203,1,441,275,53,113,245,1419
Metropolitana,1749742,23489,6166,29655,1712468,297396,17419,161581,3,1426,881,113,432,540,4853
O’Higgins,197406,2106,573,2679,193601,55738,946,14799,0,206,154,25,27,134,798
Maule,309374,2619,504,3123,304262,90171,3533,10644,2,283,212,19,52,149,1222
Ñuble,133949,1002,194,1196,131632,40824,818,10182,1,200,147,11,42,110,727
Biobío,452549,3855,685,4540,444717,92071,2374,35901,1,505,297,84,124,224,2130
Araucanía,265314,2148,576,2724,261216,46579,1991,11310,0,168,106,10,52,77,687
Los Ríos,131086,1083,231,1314,128973,33437,1024,6035,1,68,48,5,15,53,387
Los Lagos,225533,2055,374,2429,221985,32106,3616,16331,0,129,67,16,46,47,389
Aysén,31605,173,27,200,31231,11221,1324,1794,0,13,9,0,4,6,84
Magallanes,62105,642,105,747,61013,8886,1889,3290,0,38,28,2,8,15,124
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4616294,49456,11636,61092,4531434,969453,41958,353861,11,3898,2443,472,983,1823,14316
