Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72737,719,144,863,71533,20945,1156,3441,0,23,13,9,1,10,126
Tarapacá,103127,1026,119,1145,101631,21906,613,10391,0,54,28,13,13,34,136
Antofagasta,166426,1592,298,1890,163861,25191,1520,6822,0,144,74,13,57,58,337
Atacama,102179,564,117,681,101000,39203,839,1744,0,109,46,47,16,91,343
Coquimbo,188295,1543,298,1841,185700,48317,1081,9390,0,125,78,37,10,75,390
Valparaíso,433749,4891,1225,6116,425621,110014,1982,50207,3,439,283,46,110,232,1169
Metropolitana,1768892,23590,6170,29760,1730352,304178,18072,161580,2,1895,1142,122,631,804,5569
O’Higgins,199528,2119,574,2693,195893,56625,967,14801,2,208,137,47,24,108,570
Maule,313424,2641,504,3145,308422,91751,3695,10644,0,349,257,19,73,197,1021
Ñuble,136232,1008,194,1202,133934,41971,854,10182,1,250,147,33,70,140,664
Biobío,458487,3880,685,4565,450758,94624,2469,35898,0,710,409,125,176,331,1895
Araucanía,267807,2161,576,2737,263737,47284,2078,11312,4,192,104,9,79,83,576
Los Ríos,132254,1091,231,1322,130187,34134,1059,6034,0,105,81,12,12,81,285
Los Lagos,226625,2069,374,2443,223121,32510,3648,16330,0,111,56,34,21,60,284
Aysén,31826,174,27,201,31452,11368,1339,1794,0,38,25,2,11,26,75
Magallanes,62465,644,105,749,61379,9061,1916,3291,0,44,40,1,3,17,105
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4664095,49712,11643,61355,4578622,989082,43288,353861,12,4796,2920,569,1307,2347,13545
