Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55774,672,140,812,54771,11939,506,3439,0,30,20,7,3,21,121
Tarapacá,80014,968,118,1086,78717,9874,330,10394,0,29,19,5,5,2,155
Antofagasta,124058,1479,286,1765,121749,10628,680,6823,0,78,26,31,21,23,460
Atacama,66731,472,113,585,65833,16522,278,1745,0,72,37,19,16,39,315
Coquimbo,128320,1387,290,1677,126057,20758,453,9381,0,136,70,44,22,68,548
Valparaíso,312645,4413,1206,5619,305078,62139,986,50211,2,471,251,51,169,175,2172
Metropolitana,1389515,22257,6070,28327,1351271,201136,9907,161561,2,2377,1288,286,803,617,10801
O’Higgins,151710,1959,562,2521,148560,32867,506,14803,0,139,93,23,23,61,706
Maule,241900,2426,498,2924,237899,62867,815,10641,0,250,199,28,23,117,941
Ñuble,101517,921,190,1111,99850,24928,411,10179,0,124,76,12,36,47,464
Biobío,356033,3608,676,4284,350387,58161,1265,35904,2,256,119,52,85,71,1053
Araucanía,217442,2007,570,2577,214274,35125,1030,11313,1,120,57,12,51,19,478
Los Ríos,106549,996,228,1224,105021,21398,543,6035,0,39,18,5,16,15,186
Los Lagos,195805,1952,368,2320,193071,24512,2752,16330,1,40,20,14,6,10,164
Aysén,25200,157,27,184,24930,7600,696,1795,0,9,8,1,0,4,41
Magallanes,52266,601,103,704,51306,5454,1197,3294,0,36,23,4,9,14,170
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3605522,46275,11447,57722,3528816,605908,22355,353848,8,4206,2324,594,1288,1303,18775
