Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,57939,674,140,814,56502,13012,573,3440,0,87,50,35,2,53,531
Tarapacá,82249,974,118,1092,80711,10728,357,10395,0,89,40,21,28,33,347
Antofagasta,132051,1491,287,1778,128820,13143,841,6823,0,292,134,116,42,100,1310
Atacama,74439,485,114,599,72439,21192,367,1747,1,249,104,25,120,163,1375
Coquimbo,142667,1411,293,1704,138409,27435,541,9389,1,532,293,151,88,220,2458
Valparaíso,356983,4503,1215,5718,346255,78195,1254,50210,1,1061,577,110,374,378,5016
Metropolitana,1552813,22525,6100,28625,1509855,242813,12534,161564,11,3050,1524,332,1194,800,14328
O’Higgins,164960,1979,565,2544,160553,39153,616,14808,3,389,217,37,135,138,1832
Maule,257721,2456,499,2955,252736,69344,1282,10642,1,442,338,71,33,186,1719
Ñuble,108610,931,192,1123,106402,28369,481,10182,2,259,145,14,100,116,913
Biobío,378071,3647,678,4325,369682,64637,1481,35903,0,814,444,123,247,255,3500
Araucanía,224432,2019,571,2590,220522,36689,1153,11315,0,343,173,18,152,73,1030
Los Ríos,110439,1002,228,1230,108375,22967,608,6035,0,173,53,4,116,42,627
Los Lagos,200007,1966,372,2338,196682,25404,2811,16326,0,145,72,22,51,17,595
Aysén,26284,160,27,187,25812,8223,755,1795,0,59,39,15,5,22,225
Magallanes,54539,608,103,711,53439,6260,1331,3294,0,54,30,2,22,14,263
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3924247,46831,11504,58335,3827236,707564,26985,353868,20,8038,4233,1096,2709,2610,36069
