Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79014,744,144,888,77682,24729,1340,3439,0,34,28,4,2,26,124
Tarapacá,112405,1042,119,1161,110755,28392,795,10389,0,44,30,6,8,30,190
Antofagasta,180758,1635,300,1935,177865,31025,2089,6820,0,119,67,4,48,47,427
Atacama,113854,584,121,705,112370,48307,1319,1741,0,127,72,13,42,112,503
Coquimbo,206565,1618,300,1918,203481,59514,1768,9400,0,167,131,15,21,118,554
Valparaíso,481012,5146,1232,6378,471951,137752,2903,50209,0,354,247,20,87,236,1108
Metropolitana,1925339,24391,6199,30590,1885325,374174,24724,161596,3,1123,681,60,382,597,3559
O’Higgins,216863,2227,577,2804,213066,66528,1270,14798,0,109,86,7,16,70,327
Maule,340452,2785,507,3292,335199,105514,4330,10644,0,214,133,17,64,111,612
Ñuble,154265,1099,198,1297,151996,51511,1434,10181,0,92,60,2,30,57,285
Biobío,499891,4063,691,4754,492306,115341,3567,35894,0,263,152,18,93,146,851
Araucanía,288288,2286,581,2867,283763,54056,4083,11318,2,125,79,18,28,62,449
Los Ríos,144806,1154,233,1387,142512,43022,1569,6034,0,62,51,0,11,55,192
Los Lagos,239230,2157,376,2533,235324,37108,4126,16328,0,61,26,9,26,27,253
Aysén,35303,187,27,214,34881,13527,1951,1794,0,16,9,3,4,11,62
Magallanes,66891,665,106,771,65704,11242,2622,3288,0,21,14,2,5,10,71
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5084978,51783,11713,63496,4994221,1201742,59890,353873,5,2931,1866,198,867,1715,9567
